GENE,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6
FAM124A,0.9879992170922337,0.0,0.0016548313470390163,0.0006731299001591889,0.0,0.00967282166056881
BLK,0.9996066407991951,0.0,6.9268964790370635e-09,8.883134867854577e-05,0.0,0.00030452092523050735
TFAP2B,6.543230473877682e-17,0.0,0.9999730512489874,9.075032014962817e-08,0.0,2.685800069287758e-05
OTOP2,8.007115825475808e-05,0.0,0.0002317011745857802,0.010089718873924387,0.0,0.989598508793235
CYS1,0.8864771919173201,0.0,0.00010343264308106871,0.037081868085797436,0.0,0.0763375073537998
MRGPRG,0.5566244724394136,0.0,4.632736642611311e-05,0.00011564785836205476,0.0,0.4432135523357988
LGI2,0.9764410231351561,0.0,0.00026562995378963145,0.0006932691834408147,0.0,0.022600077727612314
CPXM1,0.0812274157935734,0.0,0.031655003199506176,0.755915897073618,0.0,0.13120168393330203
SPON1,0.33149091815277537,0.0,0.0022496773467083173,0.308551894992185,0.0,0.3577075095083311
HPCA,0.6622398035034724,0.0,0.00013624644806261462,0.3315923776012549,0.0,0.00603157244721065
TBX3,7.188380260701348e-18,0.0,0.9999981975042411,1.1787655241136595e-07,0.0,1.6846192047642153e-06
GRID1,0.7942099106144844,0.0,0.0002530000781666762,0.00470902024963845,0.0,0.20082806905770983
CACNA1H,4.0179338218083618e-28,0.0,1.9677628301637487e-15,5.957499166448519e-26,0.0,0.9999999999999964
TFAP2C,0.9260293576723845,0.0,9.06898275964648e-06,0.002790522875487801,0.0,0.07117105046936828
CHRNA2,0.8794399045089726,0.0,5.109663037291698e-08,5.544921262654498e-06,0.0,0.12055449947313462
PRKAG2,0.9999213411754019,0.0,9.859475427020034e-10,5.69410303414579e-06,0.0,7.296373561684828e-05
GALNT18,0.9935957292894034,0.0,3.878425607958948e-06,0.0003051702889281693,0.0,0.006095221996060698
NTRK3,0.9658533866847064,0.0,0.00023598942047772686,0.021442301738416866,0.0,0.012468322156400117
ETS1,0.8001594161788225,0.0,0.00022393474096738493,0.0006603241430387937,0.0,0.19895632493717177
ALK,0.9674302920415021,0.0,9.574100966792318e-07,0.019997471376948343,0.0,0.01257127917145453
SYT6,0.9024390027001835,0.0,0.00018146447345851718,0.05731496686334943,0.0,0.040064565963009176
OTX2,9.453048623208984e-15,0.0,0.12334376380366438,0.8766562263584213,0.0,9.837903147105961e-09
CACNA1S,1.2498477509214195e-05,0.0,1.5526844579074889e-06,1.0059153996951888e-16,0.0,0.9999859488380337
DRD2,0.953887025173002,0.0,4.7561250074237925e-06,0.010573205277972425,0.0,0.03553501342401913
HOXB3,0.0,0.0,1.2994839257144624e-198,0.0,1.0,0.0
BPIFA3,0.9925341964295041,0.0,2.040917875848619e-07,0.004199633897166668,0.0,0.0032659655815427857
DLGAP3,0.9837776148302143,0.0,9.571814941504821e-06,0.011587534937420861,0.0,0.004625278417423657
PPP1R1A,0.7280890548308235,0.0,2.719219078943916e-05,1.3655780859446123e-05,0.0,0.2718700971975288
AJAP1,0.7498333110439885,0.0,1.763661154192879e-05,0.040293692722316594,0.0,0.2098553596221543
NPHS1,0.096613498193586,0.0,0.004642483096121282,0.05583633761851627,0.0,0.8429076810917774
FOXE3,1.1924480906432388e-39,0.0,0.9999999987092494,1.230960940251684e-19,0.0,1.2907516555637519e-09
PROK2,0.6131208131265629,0.0,5.678734226642364e-06,3.9085444243476115e-05,0.0,0.3868344226949681
TTBK1,0.9088618378924347,0.0,0.0004202204359519199,0.00031808676266463975,0.0,0.09039985490895051
DNAJB8,5.895050875001891e-27,0.0,0.999999999549491,5.807282956947101e-26,0.0,4.505096196170627e-10
NKX3-2,6.148709731751274e-21,0.0,0.0025485515451572683,0.9974514484548397,0.0,4.179185723070354e-15
DGKG,0.9856576780347451,0.0,2.6532411410970195e-05,0.00028557083830939523,0.0,0.014030218715532746
RESP18,0.9882520079496868,0.0,1.71114162034973e-05,0.002790559144700514,0.0,0.008940321489407481
CAMK2N1,0.29199257140274965,0.0,1.6097411540840335e-05,0.7070646136885391,0.0,0.0009267174971709111
RBBP7,6.721779447811282e-67,0.0,4.529107988295161e-52,0.9999999999999964,0.0,2.5217331655907033e-15
CPEB1,0.9989805881014063,0.0,5.356358931314428e-08,0.000772016757069715,0.0,0.00024734157793592556
ESX1,3.0105328668014283e-24,0.0,6.272802351834971e-16,0.99843626436429,0.0,0.0015637356357080855
PGBD5,0.978038218469637,0.0,5.810499543214587e-05,0.00522581636780003,0.0,0.016677860167130066
COL20A1,0.738939783241888,0.0,4.984737879489063e-08,0.015836476061556713,0.0,0.2452236908491781
ZBTB16,0.22923862880933776,0.0,0.00013482732935848554,1.377041901647626e-06,0.0,0.7706251668194007
WSCD2,0.9670362882179485,0.0,3.4514235575159073e-06,0.02509154224723333,0.0,0.007868718111260508
TH,5.323262880354395e-10,0.0,1.2753919342130691e-08,9.525676746252948e-13,0.0,0.9999999867128012
C1QA,3.0609328109189414e-15,0.0,0.0002509574879371648,2.4512492466084185e-13,0.0,0.9997490425118141
DUSP15,0.9676811514033885,0.0,1.5897265271956464e-06,2.2288537100935002e-07,0.0,0.03231703598471261
RAI2,1.5985738237981511e-80,0.0,5.800587117661045e-51,1.0,0.0,3.805689955260369e-18
MCTP1,0.9999426337668729,0.0,2.544537657546827e-09,1.058896128305261e-05,0.0,4.677472730700127e-05
SYPL2,0.0017851773183824504,0.0,0.004646399903329483,0.9928331815322359,0.0,0.0007352412460537352
TWIST2,0.846149159816114,0.0,0.00018239037553117608,0.010456952146309293,0.0,0.14321149766204547
KCNQ1,0.06188935823335878,0.0,3.7837118503870776e-05,0.00012918093959945204,0.0,0.9379436237085392
KCNJ4,0.9876548875877965,0.0,5.0080868286512e-09,0.00292936955362119,0.0,0.009415737850496764
BARX1,1.2459579595176241e-05,0.0,0.008033054025688173,0.9919543599536144,0.0,1.264411031197127e-07
FHOD3,0.8678874280806824,0.0,4.675733270411525e-06,0.13191059620018947,0.0,0.00019729998585835514
ARHGEF7,0.9998977179051618,0.0,5.90702756366946e-09,4.053559204236692e-05,0.0,6.174059576936734e-05
GRIK4,0.9797677837185816,0.0,3.952664958626348e-08,0.019481938425739496,0.0,0.0007502383290284586
SPNS2,0.9507619335681208,0.0,1.5149998941518684e-08,0.00016158353065774206,0.0,0.049076467751224304
PAX8,0.00902321547744379,0.0,0.004281005606139468,0.0002659957021721643,0.0,0.9864297832142449
SLC8A3,0.7950012286021341,0.0,7.455870228303037e-05,0.17310445780864905,0.0,0.031819754886935135
EVX2,0.0,0.0,1.3734606819801369e-219,3.2143096390509166e-145,1.0,0.0
PBK,0.018541612412077232,0.0,1.8631110710853715e-05,0.9814390409658449,0.0,7.155113666694706e-07
OPCML,0.9985715078032992,0.0,1.6942370969214405e-07,0.0001220904865366314,0.0,0.0013062322864550115
FAM19A4,0.5336961375675242,0.0,4.016830792455079e-05,0.459867222503016,0.0,0.006396471621536659
ELMOD1,0.31846613715268757,0.0,0.0003936849048039497,0.6807257872611607,0.0,0.00041439068134624044
HS3ST2,0.993918595988178,0.0,5.199262277754121e-06,0.000761777321863025,0.0,0.00531442742768288
FAM163A,0.9978011585096922,0.0,1.021494058942683e-07,0.0009440623946235757,0.0,0.0012546769462771486
ADCYAP1R1,0.5141823097959336,0.0,7.716556798915633e-05,5.475075641899879e-05,0.0,0.4856857738796571
GMDS,0.9999282460578899,0.0,2.1647795210784896e-09,6.6377861284201934e-06,0.0,6.511399120327366e-05
TNR,0.9986715791218598,0.0,1.337157322929433e-07,0.0002502698641470279,0.0,0.0010780172982615003
NEUROD1,0.9586736466925522,0.0,0.0006040184753084487,0.023626805042594973,0.0,0.017095529789543085
CAMK2B,0.985276274206591,0.0,6.228559403698799e-07,8.843317514913144e-05,0.0,0.0146346697623185
GRIN2C,0.937200158829915,0.0,6.168489673553574e-05,0.010624972189252402,0.0,0.05211318408409695
FAF1,0.9982778576905468,0.0,1.3827922428362812e-07,2.463306679725179e-06,0.0,0.0017195407235483916
ADRA2B,0.7251574525866982,0.0,1.0512260706516749e-05,0.00021086753573611592,0.0,0.2746211676168579
MMEL1,0.8786447835486253,0.0,3.117950228982832e-08,0.023554157427436093,0.0,0.09780102784443699
FAM83F,0.012914424869409948,0.0,7.418170568292854e-10,0.020945292071835972,0.0,0.9661402823169374
PTPN3,0.6514424061395786,0.0,1.351672152629982e-05,0.3256878343421496,0.0,0.022856242796745915
KCNG1,0.03964195080275298,0.0,0.005733068171702597,0.010173234916232019,0.0,0.9444517461093112
SHROOM1,0.9813805764218286,0.0,6.001444243549646e-05,0.008316179336227003,0.0,0.010243229799510024
MVB12B,0.9999288607030827,0.0,2.331811149969436e-09,1.056539276835206e-05,0.0,6.057157233725731e-05
GJD2,0.9839003635811022,0.0,1.72778388896506e-05,0.008943277298676068,0.0,0.00713908128133337
ST8SIA2,0.8915966106584224,0.0,0.00031254541297327337,0.011364383624643504,0.0,0.09672646030396088
SPEG,0.9308798251398223,0.0,3.5409661565049134e-05,0.05207304994260883,0.0,0.01701171525600555
SV2B,0.9684349138065771,0.0,4.284120731207432e-06,0.030666803757883537,0.0,0.000893998314807154
HSPA12A,0.0037040153055381683,0.0,1.0109381358405467e-07,0.9962666501566009,0.0,2.923344404860156e-05
WRAP53,0.9999552250328123,0.0,3.74263707192247e-10,9.164536582533242e-06,0.0,3.561005634019185e-05
SYT7,3.0061403957321777e-19,0.0,0.000344530082658086,9.568072443353808e-10,0.0,0.9996554689605346
GRAP2,0.01212100514925732,0.0,3.810174824861574e-11,4.932194542872593e-10,0.0,0.987878994319422
ITGA9,0.9932570273363037,0.0,4.220654475962419e-06,0.00011338364058017119,0.0,0.006625368368640175
HES2,1.1915427872764217e-05,0.0,0.0002676068102181475,0.1600644989050498,0.0,0.8396559788568579
PAK3,4.408961915522935e-96,0.0,1.4542797386971279e-49,1.0,0.0,9.115786377261142e-20
ASB18,0.5992341062771348,0.0,1.6237034870465706e-06,0.2134309539745611,0.0,0.18733331604481615
SHISA7,0.8696820438272553,0.0,2.7340394416961665e-06,0.0946017528853105,0.0,0.03571346924799404
KRT19,0.00012140467433190481,0.0,0.028176406057182222,0.00044771044698116864,0.0,0.9712544788215054
SMPD3,0.9921487581865792,0.0,5.95825623021326e-07,0.000509486118499869,0.0,0.007341159869297325
TLL2,0.9986567357244827,0.0,1.6147722691884183e-08,0.0007183624790457564,0.0,0.000624885648749657
TUNAR,0.8028762964668716,0.0,9.961957483659843e-05,0.01079067128692499,0.0,0.18623341267136562
GNG8,0.9761630952403789,0.0,4.672793992716354e-06,0.0014278793595868713,0.0,0.022404352606040068
PPP1R1B,0.0016610233853693037,0.0,0.003622277738573621,5.495648241485446e-05,0.0,0.9946617423936407
KCNA2,0.007323459232022253,0.0,6.496979070514704e-09,0.00013395588860468864,0.0,0.992542578382393
ADD2,0.9805096508790637,0.0,9.154778758807675e-06,0.018237134627942193,0.0,0.0012440597142342538
KCNJ6,0.04553777114518205,0.0,3.730719193673784e-07,0.002614852203173233,0.0,0.9518470035797264
BPIFB1,0.9549599890116426,0.0,2.1556923978587217e-08,0.0013673922571238663,0.0,0.04367259717431017
DAGLA,0.962236283984076,0.0,9.35116162123284e-07,0.00010658370011633205,0.0,0.03765619719964503
MYH6,0.09031860539527854,0.0,4.2784288866356045e-08,1.1923205355574986e-08,0.0,0.9096813398972257
TBC1D16,0.9998927526511582,0.0,1.69231699370612e-08,7.738692512387908e-05,0.0,2.984350054651445e-05
MATN4,0.39716665082940883,0.0,1.951665446893257e-05,0.02671823784639637,0.0,0.5760955946697246
ETV5,0.7134640448686616,0.0,0.00011684397850903018,0.27714358662475297,0.0,0.009275524528075051
KLK1,1.700037098217723e-05,0.0,2.213944744946852e-05,0.3459750869626232,0.0,0.6539857732189444
NECTIN1,0.03463383731906938,0.0,0.005423267721207591,0.9156484103418735,0.0,0.04429448461784998
TSC22D3,1.7537448216754162e-52,0.0,1.1215914585286707e-45,0.9999999997688462,0.0,2.311533731653144e-10
PAX3,4.7012259212452675e-45,0.0,0.06966956046549928,0.9303304395345003,0.0,1.6491177079597008e-26
LMO1,0.9581124121776355,0.0,1.4721713405673668e-05,0.00021110156826049638,0.0,0.04166176454069809
YTHDC2,0.923478440172727,0.0,2.4437802058486752e-06,0.07651813188024985,0.0,9.841668175275705e-07
WIF1,0.924454545761999,0.0,0.0001269667054951634,0.00934110200852039,0.0,0.06607738552398629
KCNA5,0.9792716821788423,0.0,2.3127088174336752e-08,0.0033817648372587053,0.0,0.01734652985680947
CYTH4,0.03389187821321163,0.0,6.119696887455866e-07,0.0002885977193898682,0.0,0.9658189120977102
WNT11,0.18078157861896413,0.0,0.0031667312214563306,1.1400911459325355e-06,0.0,0.8160505500684343
MPPED2,0.9982296479784543,0.0,3.6518566175581504e-08,0.000591030150760971,0.0,0.0011792853522192203
ANKRD34B,0.9934255393871416,0.0,2.949516478908573e-06,0.003041653702195824,0.0,0.003529857394184318
ANO1,0.0015709672203428034,0.0,0.0002183777110232063,0.043215582869344,0.0,0.9549950721992889
TMEM176B,0.9869877238146065,0.0,1.7501604878079423e-06,0.0024500801451196696,0.0,0.010560445879786653
PLXNC1,0.49931225562379145,0.0,0.0001258346327164316,2.080423805085398e-07,0.0,0.5005617017011119
SLC25A48,0.7414401941594786,0.0,9.820348086459782e-07,3.4528024135966784e-05,0.0,0.25852429578157593
TMEM59L,0.46814705211130725,0.0,0.0024705831547474264,0.4987955410242665,0.0,0.030586823709678367
SCNN1G,0.2399073213181035,0.0,0.00044373075725042505,0.21325607615695247,0.0,0.5463928717676938
JAKMIP3,0.9986939863711268,0.0,4.402791576833207e-09,0.0005988344475010205,0.0,0.0007071747785807384
GAD1,0.13522100396354864,0.0,0.002655349741903567,0.8573108932885487,0.0,0.004812753006000653
TUBB2B,0.9744674145744279,0.0,5.811477988905274e-06,0.022097380675606012,0.0,0.0034293932719755248
LRTM2,0.9774013622031056,0.0,7.093425690068284e-08,0.00021928926984844348,0.0,0.02237927759279031
GPR26,0.9676571253290192,0.0,3.210020406341507e-07,0.0016314407574575674,0.0,0.03071111291148352
CACNA2D3,0.9967375415777711,0.0,6.020029883929636e-07,0.0015362149429924048,0.0,0.0017256414762499097
FGF9,0.9964690042530578,0.0,1.1486638037388696e-06,0.001993760326127091,0.0,0.0015360867570111012
ZFHX3,0.007008791701795359,0.0,0.0021035711800377363,6.757242263998946e-06,0.0,0.9908808798759011
ACAN,0.6990186162976225,0.0,0.0012075982710916444,0.09290605628871398,0.0,0.20686772914257226
TOX2,0.6897270445881563,0.0,0.0015495329721063149,0.012187918469787258,0.0,0.2965355039699496
HOXD12,0.0,0.0,1.4329362266773403e-243,3.734744612043447e-146,1.0,0.0
RAB11FIP4,0.9986504495734245,0.0,5.950613133318191e-08,0.0006129644176329562,0.0,0.0007365265028103068
PLEKHA6,0.947514591263414,0.0,2.8837785002831857e-06,0.001891405907535096,0.0,0.050591119050549374
B3GAT1,0.8129651106643487,0.0,3.53951461186283e-05,0.0007520098312195137,0.0,0.18624748435831173
CCDC184,0.9705693725114468,0.0,4.728187713509639e-05,0.0018552901376701898,0.0,0.02752805547374674
UMODL1,0.9979270478888158,0.0,9.125355645158327e-09,0.00018179827149209052,0.0,0.001891144714336852
NKX2-4,0.6660323768841265,0.0,0.0004861119838082432,0.3079232610553079,0.0,0.025558250076758004
CHST1,0.9625472840088016,0.0,1.4795946165462219e-05,0.00691095130429115,0.0,0.0305269687407408
ABCG1,0.9994661065751947,0.0,6.476686769808198e-10,4.978619642538137e-06,0.0,0.0005289141574926284
PROKR2,0.9681904596555629,0.0,3.829712204106809e-05,0.010573056993478724,0.0,0.021198186228917178
EPB41L4B,0.9171803519340466,0.0,2.9709435084811924e-07,0.08233139964201411,0.0,0.00048795132958880013
CAMK1G,0.7622438903209139,0.0,0.000533701156874918,0.22513738410591724,0.0,0.01208502441629476
ZFPM1,0.7140935445181257,0.0,3.457741166215025e-07,4.0931471500848136e-05,0.0,0.2858651782362581
HEMGN,0.5716503806790797,0.0,4.308977157986955e-06,8.978833106297638e-05,0.0,0.4282555220126999
GATM,0.9949762892293049,0.0,1.80996151588666e-06,0.0002680235062186414,0.0,0.004753877302960845
LRRC52,0.9345854672214164,0.0,3.878165041225675e-06,0.06385035004622992,0.0,0.001560304567312027
POU3F1,0.9801596449024288,0.0,4.805425478850847e-07,0.012449701252286243,0.0,0.007390173302738122
GNAZ,0.9934661043828344,0.0,9.483952509242995e-08,0.00017910022638012286,0.0,0.006354700551259824
ACSS1,0.0015765028542584574,0.0,0.00488933073087983,1.4117920514414616e-11,0.0,0.9935341664007429
FGFR3,0.0013470610361770194,0.0,1.2920829447640656e-05,1.767784528322037e-06,0.0,0.9986382503498481
DOK5,0.9993489138959247,0.0,2.6795371630679766e-07,0.00017840678069784045,0.0,0.00047241136965985665
UBL4B,5.632125906708051e-11,0.0,0.9741242763758376,7.827378253994656e-06,0.0,0.02586789618958774
RAP1GAP2,0.993786062931633,0.0,2.9096965618685165e-11,0.003083069043079403,0.0,0.003130867996191575
YBX2,0.9300532460100294,0.0,8.031360352593068e-06,0.010140957955597439,0.0,0.059797764674020655
COL4A1,0.9977807747891784,0.0,6.993500900161641e-06,0.002167356542881865,0.0,4.487516703833548e-05
BTBD11,2.1678760226136395e-05,0.0,1.0420693296106089e-06,0.00016661328897345386,0.0,0.9998106658814696
SPTBN4,0.9998481715128038,0.0,6.6731389387977825e-09,1.105096185076572e-05,0.0,0.00014077085220717331
HOXD13,0.0,0.0,1.1420905342969797e-210,4.8636072342994725e-145,1.0,0.0
KCNF1,0.9937670732589641,0.0,6.524693550501202e-07,0.0006322347140614322,0.0,0.005600039557618117
GPR101,3.1650569531551176e-06,0.0,5.5180287813501736e-09,0.8587875834966283,0.0,0.14120924592839046
PEAR1,1.608678544131756e-14,0.0,0.992860474312433,1.1432496962260427e-07,0.0,0.007139411362582425
CMTM5,0.01180805557741915,0.0,1.0262304988634509e-06,3.4676215811954965e-09,0.0,0.988190914724459
MYT1,0.9876823724169356,0.0,2.0431777476430545e-07,0.008136040069122549,0.0,0.0041813831961657446
EVI5L,0.9998367749549029,0.0,9.35017405392172e-10,2.1286327143630283e-05,0.0,0.00014193778293445343
KRT222,0.991064564404119,0.0,2.4116800917649254e-06,0.00242177282626852,0.0,0.006511251089520005
ELOVL2,0.9938702901324064,0.0,7.544746050463873e-07,0.005950971561639378,0.0,0.00017798383134848484
EGFL7,0.8784143636244163,0.0,3.63844625184502e-07,0.08939231204422136,0.0,0.03219296048673621
TMEM74B,0.9955808123311196,0.0,6.9645457249206e-08,2.7149956219321962e-05,0.0,0.0043919680672050935
RPH3A,0.046791282660493996,0.0,3.090492060054796e-05,0.014143044231043681,0.0,0.9390347681878622
SYBU,0.9984537438933891,0.0,1.3851934534656523e-06,0.0011003006281733742,0.0,0.00044457028498335704
DPP6,0.9990427175547703,0.0,5.377052568623295e-08,1.2788377272784655e-05,0.0,0.0009444402974329843
NGEF,0.9996544125334162,0.0,1.674421071415458e-08,4.1954656980832595e-05,0.0,0.0003036160653938259
CXCL16,0.35634777831658127,0.0,7.445000101624902e-06,0.018370318050929417,0.0,0.6252744586323863
GAL,0.7107019981018131,0.0,1.4086601638702355e-06,3.7306595174922074e-05,0.0,0.28925928664284845
GJB2,0.8277163948944818,0.0,0.00016869819070691858,0.0013784300409758674,0.0,0.1707364768738356
PTP4A3,8.66999829910012e-05,0.0,3.607931359829369e-05,2.0343187990247834e-10,0.0,0.9998772204999787
SLC7A10,0.9927613381676682,0.0,4.2485232645850885e-07,0.0011470216540997483,0.0,0.00609121532590683
CADM1,0.8056070629835548,0.0,3.558288390845868e-07,0.19405874869389414,0.0,0.00033383249371324064
CARTPT,0.9502639371630099,0.0,1.0877868987677956e-05,7.620358934976989e-05,0.0,0.04964898137865123
TMEM54,0.0006229855888468273,0.0,0.0006275900286143742,0.9984978433774471,0.0,0.00025158100509301045
FAM120B,0.9166355867105822,0.0,2.249136465590106e-05,0.04948344355639389,0.0,0.03385847836836829
VSNL1,0.9941790301162878,0.0,1.262512176252715e-06,0.005287724591486047,0.0,0.0005319827800481455
PAQR9,0.8859740966308677,0.0,1.8984501726981667e-06,0.11301484875592323,0.0,0.001009156163036719
MN1,0.994436346787495,0.0,1.903194363106167e-07,3.907987440733492e-05,0.0,0.005524383018661084
ABCC8,0.21298414381083008,0.0,2.317594569567833e-06,6.725253388970496e-09,0.0,0.7870135318693459
TRIM29,1.5327437877118284e-06,0.0,0.0003214640824211252,0.000404630289711569,0.0,0.9992723728840787
KRT1,1.5526329473754e-08,0.0,5.232426966533254e-10,2.603698656037777e-15,0.0,0.9999999839504242
SLC6A19,3.3036617084221845e-09,0.0,9.99129976500473e-11,6.828214304731217e-11,0.0,0.9999999965281425
GDNF,0.9383319988397424,0.0,0.00020015298947410204,0.038484625341647996,0.0,0.0229832228291339
GDF10,0.9860206914501515,0.0,4.4720031506482096e-07,2.9001502925043197e-05,0.0,0.013949859846608795
CLMP,0.9943598487692843,0.0,5.307527876391032e-05,0.0011487276747990103,0.0,0.004438348277153383
HOXB9,0.0,0.0,3.7931154202365037e-134,9.724494432450567e-244,1.0,0.0
REEP1,0.982601595406141,0.0,1.4969201362300146e-06,0.00014606702404897204,0.0,0.017250840649672923
ASS1,0.02395603238659685,0.0,5.788761731616342e-06,0.9737153283142953,0.0,0.0023228505373771914
SOX18,0.9568939215529688,0.0,4.9641877388385945e-05,0.013759063705304796,0.0,0.02929737286433843
SAMD5,0.9371933925797117,0.0,2.272399030276851e-06,0.06078916527986308,0.0,0.0020151697413957792
SLCO4A1,0.023908636893689196,0.0,1.4824143624671513e-05,1.313055218868922e-06,0.0,0.9760752259074656
B4GALNT1,7.310717505083862e-06,0.0,5.7160336463459065e-05,0.9978086166383179,0.0,0.002126912307714627
SFRP2,0.01209836866194691,0.0,0.00450324381988142,0.9825016227765965,0.0,0.0008967647415735444
WNT1,9.165518061583475e-09,0.0,4.497225055452254e-06,0.9980380764228125,0.0,0.001957417186613112
CHRM1,0.99216459266489,0.0,2.8944937991588774e-07,0.0035612947122534004,0.0,0.0042738231734765954
PTH2,9.581193059567594e-08,0.0,0.0015588818289533712,0.9984407994520738,0.0,2.2290704333488482e-07
HOXD1,0.0,0.0,0.0,6.0270609391732295e-173,1.0,0.0
DRAXIN,0.8939557395580137,0.0,1.968325375304116e-07,0.08988987231205182,0.0,0.016154191297396644
AGXT,0.905213073171512,0.0,1.4990448678301564e-06,4.008937723330236e-05,0.0,0.09474533840638656
VAT1L,0.9971539556483199,0.0,3.699439585523487e-07,0.0016640966102533894,0.0,0.0011815777974670868
PTK2,0.0008406994468039994,0.0,7.736987057946044e-07,0.9991557264685682,0.0,2.8003859212018937e-06
COL26A1,0.9967735330281926,0.0,1.8829567342116331e-10,0.001979671151029489,0.0,0.0012467956324838864
OTOF,2.507317436568191e-07,0.0,0.007693925434856698,5.505308124548566e-13,0.0,0.9923058238328502
RSPO3,0.9005434958876833,0.0,0.00030517303335343926,0.03824905303554191,0.0,0.06090227804342179
PTGDS,0.9601812199539514,0.0,2.8657036115391934e-05,0.00027792308118779625,0.0,0.039512199928744954
NKAIN4,0.012537886242420245,0.0,2.2946216690128248e-07,0.0005306966953154327,0.0,0.9869311876000991
DCDC2C,0.9982357150241423,0.0,3.5589796349970785e-07,0.0006912741929478767,0.0,0.0010726548849445809
GPATCH2L,0.9990562958145668,0.0,7.670185120314611e-07,1.948387230812856e-05,0.0,0.000923453294611322
