GENE,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
CHKB,1.2013948782926562e-07,0.0006340719634295683,0.0,0.0,3.763139046627753e-08,0.9993547367537312,1.1033511960109109e-05,8.945494784777744e-231
TOM1L2,0.001815606762981374,3.843305569155977e-12,0.0,0.0,4.614431836080916e-16,8.19293864836271e-09,1.3974899128033703e-07,0.9981842452912456
TECRL,0.013810598703067181,6.505502293129914e-11,0.0,0.0,9.681559293954851e-15,1.0678247483765367e-07,2.8109885572305655e-06,0.9861864834608359
PSMB6,1.1197158597756117e-32,0.3420160992143256,0.0,0.0,0.00019172471103310476,0.6577921760746407,3.3178987647648185e-29,0.0
ERI3,0.9665812336478873,1.984202868543981e-06,0.0,0.0,1.5513708454080072e-10,0.007601519597035393,0.025815262397071617,1.2595617447274e-66
MED10,0.008444678363530305,1.7178381905649527e-05,0.0,0.0,1.7075432564017887e-09,0.03216724262676554,0.9593708989202556,1.248259615409955e-119
SLC25A3,0.25878903667622327,3.823673383108854e-06,0.0,0.0,1.0148736882106412e-09,0.00042147865176050904,0.03691528541031298,0.7038703745734465
HP,0.9992927162795429,3.45276734196939e-08,0.0,0.0,3.719357131752478e-12,0.00010253688798292986,0.0006047123010811144,3.611365417755507e-16
RBM22,0.9999197873150408,6.1726769746595805e-09,0.0,0.0,7.256419566375072e-13,1.3848219267154675e-05,6.598001296064946e-05,3.7827932885777684e-07
KLRG1,0.00030137378639454396,5.10091310400059e-13,0.0,0.0,6.844707342547301e-17,1.1761772347719394e-09,4.4115540354741834e-08,0.9996985809213785
RILP,0.9980101581786032,4.492466911279685e-07,0.0,0.0,3.375860369614672e-11,0.0016795864828053255,0.00030980605814184055,1.385976843513719e-20
TBK1,0.9752478164992252,2.025073848148152e-09,0.0,0.0,2.588014640173633e-13,4.714308337252518e-06,0.00014160794230548516,0.024605859224799572
ORC5,0.999747621399012,1.7697362231199016e-09,0.0,0.0,1.8982724976579185e-13,4.979034601629444e-06,0.00024739778915275253,7.307717658456803e-12
DONSON,0.026760563032032173,5.033948273150583e-10,0.0,0.0,8.343190885897157e-14,3.28998455987719e-07,1.9037695806925682e-05,0.973220069770227
MOCS2,0.04910227978605377,2.1190657235048292e-10,0.0,0.0,2.6976298309730006e-14,5.146759929952319e-07,7.660227963422495e-06,0.9508895450980567
GAK,0.9999872720525462,2.791789509406047e-09,0.0,0.0,2.676302328364907e-13,1.1066191227791686e-05,1.6586208724604143e-06,3.432962278554244e-10
KLC1,0.9999512885121128,4.739530066393152e-09,0.0,0.0,3.6398806706935917e-13,2.3066625376531717e-05,2.563986675788759e-05,2.5585884624422694e-10
RBBP6,0.9996769352603561,2.756360881459163e-09,0.0,0.0,2.830500342691108e-13,9.770314122778895e-06,0.0003132916663317979,2.545581674204352e-12
PHF7,0.0007722432001332898,1.7164747747124834e-12,0.0,0.0,1.8972566539370529e-16,4.7386913157048704e-09,6.358686626204138e-08,0.9992276884725925
BBS7,2.271373426169871e-73,0.004124537044030108,0.0,0.0,5.348799225775554e-07,0.9958563267511559,1.860132489099354e-05,0.0
ALG2,0.0002400083165364714,8.733907539861089e-13,0.0,0.0,1.3093914371616494e-16,1.6040869996128355e-09,5.417694848043906e-08,0.9997599359015539
FBXL3,0.9638961337661497,4.0685691727465193e-07,0.0,0.0,4.7819131291324015e-11,0.0007919422856701352,0.035311517043443715,2.5198540451127074e-68
CDKL4,0.99203903285057,1.62697347521736e-09,0.0,0.0,1.7800333970550336e-13,4.279940902571543e-06,0.00015539347961262615,0.007801292101763123
ADI1,0.9999863717414933,2.7842338480069836e-09,0.0,0.0,2.710016092262228e-13,1.085121009156755e-05,1.926801212024979e-06,8.474626984670272e-07
ACER3,0.012868398605002735,5.6235093655036814e-11,0.0,0.0,6.370913803009135e-15,1.3624387757494867e-07,1.725379128466674e-06,0.9871297397157499
ARRDC5,0.9997775280667135,6.646302329023089e-09,0.0,0.0,8.119878048829305e-13,1.6496220241407708e-05,0.00020595127664125584,1.7789289538151402e-08
TMEM128,0.9995474055529808,9.598100043797635e-08,0.0,0.0,7.346516043966239e-12,0.0003624798048930371,9.00186537791331e-05,2.8087599428026103e-31
FBXL20,0.9962813502190379,1.8026561295026504e-07,0.0,0.0,2.5643887482226396e-11,0.0002152908003437477,0.00042395450245593297,0.0030792241869056565
SRD5A1,0.9995174245898586,2.3369611826215946e-08,0.0,0.0,1.9338264860006524e-12,7.729141259855127e-05,0.0004052606250492384,9.478927040812242e-13
BAP1,0.0005578022393825172,1.3028998217128696e-12,0.0,0.0,1.424831125934839e-16,3.6749799078611e-09,4.581145616986445e-08,0.9994421482728779
PPME1,3.950334842702579e-05,1.232449236384097e-13,0.0,0.0,1.6325401726950798e-17,2.365613227989748e-10,5.882011692229283e-09,0.999960490532877
MNT,0.0007296118255346947,8.860703938995587e-13,0.0,0.0,1.052962169133419e-16,2.7511630059685804e-09,3.264409140558088e-08,0.9992703527783245
TMEM70,0.039813673549362036,7.873812610984702e-11,0.0,0.0,9.984838924480683e-15,2.0786201271280258e-07,1.6376242137139432e-06,0.9601844808856637
ANKEF1,0.7279440718977748,9.306085601623028e-06,0.0,0.0,6.70434583793426e-10,0.03577441144611271,0.2362722099000764,2.5211238604014185e-101
STRN4,0.00018297732217689464,4.865174047651942e-13,0.0,0.0,6.778536001041675e-17,1.0308066315787432e-09,3.0534362185910196e-08,0.9998169911121684
ICE1,0.009753872741633602,3.29770029172775e-11,0.0,0.0,4.583291217677568e-15,7.427033887535978e-08,2.59835760859866e-06,0.9902434545974371
CLEC1B,2.665086512810915e-77,0.01209700505943388,0.0,0.0,1.3570594185355409e-06,0.9879001622803211,1.4756008269161237e-06,0.0
SAV1,0.9965407887128406,2.8783234792144986e-08,0.0,0.0,2.7170802031178345e-12,0.00010126787254161984,0.0033579146286659453,5.0204207333314086e-57
PSCA,0.6552696668344599,7.475394513785944e-05,0.0,0.0,3.909474910892018e-09,0.3406361444267663,0.004019430884160651,1.4927002678510768e-59
LANCL1,9.825362257209625e-05,7.734036453376688e-13,0.0,0.0,1.2322947499210402e-16,1.129120215389091e-09,3.545547123150795e-08,0.9999017097920629
SNX17,0.0004838377621171296,1.3494524934551563e-12,0.0,0.0,1.8682049209494503e-16,2.4553526597813287e-09,1.1095388108437293e-07,0.9995160488272994
EMC6,0.00441299999544023,6.271719731924928e-12,0.0,0.0,6.909209746503559e-16,1.9903090325546312e-08,3.7033267484137463e-07,0.9955866097625227
LRRC26,0.0,3.0892093257842327e-07,0.0,0.0,0.9999996910790665,1.557115663401267e-105,0.0,0.0
CLUAP1,0.999848502302144,5.630380212578887e-09,0.0,0.0,4.2068334886136407e-13,2.929183140191641e-05,0.00012219857857174657,1.6570815567395886e-09
TRMT61A,5.529259666560853e-10,0.007708721009126556,0.0,0.0,1.12963137844795e-06,0.9922901488009197,5.649549613773129e-12,3.028762383377763e-128
PI4KA,0.003763860769266099,6.026750786519553e-12,0.0,0.0,6.723984006458683e-16,1.9779772250429472e-08,1.5707324498728596e-07,0.9962359623716884
RASSF3,0.9534093032031233,3.616521281066804e-06,0.0,0.0,2.8849916322934756e-10,0.01017942838473068,0.03640765160236555,4.0993211350040276e-30
NATD1,1.6007173598003952e-09,0.0008695444061901052,0.0,0.0,4.847109101739401e-08,0.9989557706150903,0.0001746349069109798,6.189879737848812e-211
SLMAP,0.7431623154531737,7.341506986023806e-10,0.0,0.0,7.704122058949625e-14,2.1577226145469937e-06,6.46973523700816e-05,0.25677082873761425
PLPP5,0.0002243064514830361,8.159387716548243e-13,0.0,0.0,1.1908122193672504e-16,1.5808546409317122e-09,3.200297531157274e-08,0.9997756599638714
ING3,8.255234322944632e-21,0.0004461918936336495,0.0,0.0,4.060761544316246e-08,0.5405096953608347,0.4590440721379168,0.0
PGP,0.97759232749148,4.715694318976563e-09,0.0,0.0,6.074493629947848e-13,1.1600736857317927e-05,0.00014205743154377195,0.022254009623817208
SMIM22,2.182962028744514e-07,0.0006059068252365741,0.0,0.0,4.339114007947107e-08,0.9449988523955526,0.054394979091868495,3.619294641850085e-171
RB1CC1,0.040634921508829434,1.1122740881312529e-10,0.0,0.0,1.5449004699981234e-14,2.310346506663844e-07,8.817544259341709e-06,0.9593560298010179
TMEM208,0.9999834097810729,3.607390695606727e-09,0.0,0.0,3.332391525619203e-13,1.3400221893061148e-05,2.1471218676941274e-06,1.0392674425163443e-06
RIC8A,0.999865348852143,5.691971319857813e-09,0.0,0.0,5.446421680317175e-13,1.9363392771578862e-05,0.00010760701264868843,7.675049920710268e-06
UBE2E3,0.9993103067246453,2.191907796922427e-09,0.0,0.0,2.3671635219318456e-13,6.358598580526942e-06,0.00010109502111527855,0.0005822374635145234
TMEM120B,0.9994241031573112,2.850422734016965e-09,0.0,0.0,2.860937684334917e-13,1.0053699704298813e-05,8.291282419438454e-05,0.0004829274680811363
TACC3,0.002584237092242671,1.5098561142764806e-11,0.0,0.0,1.9082504855645528e-15,3.288698479321621e-08,5.487011267802375e-07,0.9974151813045461
GSKIP,0.0006205056451841141,1.862479966872119e-12,0.0,0.0,2.4627611775355236e-16,4.2307954955727425e-09,1.275874068923554e-07,0.9993793625347509
EEF2K,0.9942506312388418,1.6270412287208133e-09,0.0,0.0,1.6385615202924754e-13,5.739943690474557e-06,9.072005759170361e-06,0.005734555184503511
SCAF1,0.9835718383558925,3.5045515644777333e-06,0.0,0.0,2.6969564122598437e-10,0.011680696148634808,0.0047439606742124725,6.168660377568142e-33
THOC7,0.0009803453540480475,7.636212699332952e-12,0.0,0.0,8.692868109594851e-16,1.9339833166713507e-08,2.1597580662822243e-07,0.9990194193226749
DNA2,0.011716127315269876,1.1684553695287357e-10,0.0,0.0,1.5089226197658578e-14,1.4765823045869754e-07,3.040547557028169e-06,0.9882806843620818
OPN3,0.9998811814648855,9.943261665450652e-10,0.0,0.0,9.662975622467168e-14,3.4412683906050173e-06,2.23065367536415e-05,9.306973554737205e-05
ALG1,0.8920624060514352,3.7070637180185754e-06,0.0,0.0,2.669541358640657e-10,0.01723418891177091,0.09069969770612189,6.863713648386676e-74
YDJC,0.9964015842929098,1.0053359855105965e-06,0.0,0.0,8.083861605272614e-11,0.0035253448694730093,7.206542079322157e-05,7.519258899921172e-34
BLOC1S2,0.0018077545879965318,0.00047574672222618514,0.0,0.0,3.429182032428159e-08,0.9971706017169226,0.0005458626810347449,2.994530195759634e-144
AIG1,0.9995708215015812,5.309955170715429e-09,0.0,0.0,6.40044997059067e-13,1.2030124895452909e-05,0.00041714304528295244,1.7645240157554736e-11
CINP,0.0005819946629452582,8.520235589704286e-13,0.0,0.0,1.0270070760342389e-16,2.2042486133382374e-09,3.58881541723035e-08,0.9994179672438003
HEXDC,0.024570879455585275,3.591587857856287e-11,0.0,0.0,4.393485905199827e-15,1.0184198019213124e-07,1.4266308583567535e-06,0.9754275920356557
MOB1B,0.3389535451202262,9.797738514693484e-10,0.0,0.0,1.0269288012691962e-13,2.4395177261700057e-06,6.863942369507684e-05,0.6609753749584756
SPHK2,0.7661588239333045,3.4500490435490974e-09,0.0,0.0,4.5007026138692e-13,8.537355027626158e-06,0.00012253695702712058,0.23371009830414183
R3HDM4,4.336216332373581e-24,0.006386497721376413,0.0,0.0,3.2324735620561887e-07,0.9936131790312146,5.3612820435457576e-14,0.0
CDCA2,0.28698539594938477,5.563478707803604e-06,0.0,0.0,8.410567199491651e-10,0.00648806660117044,0.7065209731296803,8.961443447740026e-45
UHMK1,0.002363916850199314,0.00012153897677457217,0.0,0.0,7.547628606040718e-09,0.2645828059282122,0.7329317306971854,4.595113599645835e-89
GPR155,3.646987318238618e-05,0.00043808269411719803,0.0,0.0,3.6587414325927506e-08,0.999525113613642,2.97231643807661e-07,5.201412389408946e-140
APOPT1,9.384433800328219e-05,2.6651075988351047e-13,0.0,0.0,3.325514155230159e-17,6.540237798012363e-10,1.4421688325070092e-08,0.9999061405860189
EIF2B4,0.002455815300351936,7.209308700398893e-12,0.0,0.0,9.962317206038374e-16,1.2613196828791631e-08,6.21189727032843e-07,0.9975435508895131
MKRN1,0.9966748735763052,1.1490836898604143e-07,0.0,0.0,1.0087856421682203e-11,0.0004847952869863034,0.002840216218251673,1.4639011312872255e-45
PRPSAP1,0.9879580616371001,1.011566352427961e-09,0.0,0.0,9.283293367160475e-14,4.068812965027703e-06,5.2467590510297504e-05,0.011985400947765231
AZIN1,0.001609052984652366,5.292789570820882e-12,0.0,0.0,6.611173022960139e-16,1.2549169254011125e-08,3.904489842033684e-07,0.9983905440119004
SMARCAL1,1.6883759103366704e-07,9.022742016985465e-05,0.0,0.0,7.60237898577157e-09,0.09245938220071034,0.9074502139391499,2.5645331355748706e-181
ASNSD1,0.9997228293004563,4.25062015573892e-09,0.0,0.0,4.506183283335343e-13,1.3739868151747214e-05,0.0002634265803117127,9.376310942334899e-15
ACSL3,0.9994457017464422,7.911921512485136e-09,0.0,0.0,6.933340355479082e-13,2.7009275912308007e-05,0.0005272810650305403,1.793005861720676e-35
NRF1,0.0007955106405360882,3.1428788340923214e-12,0.0,0.0,4.467255033433089e-16,6.440025854966682e-09,1.8216728868749186e-07,0.9992043007490055
NOC4L,0.9969080795334243,1.1847248460501918e-06,0.0,0.0,1.5842410726049394e-10,0.001882756644132818,0.0012079789373596788,1.8130649657350187e-12
FNDC9,4.7316975001025994e-17,0.0006780196681680799,0.0,0.0,6.902149316694992e-08,0.6370545864964399,0.36226732481389895,2.493878395290857e-211
GTPBP3,0.09443017118259779,0.0003089773652260043,0.0,0.0,1.840765651055136e-08,0.8768717809831185,0.02838905206140094,1.473332238597912e-74
RAB12,3.7475071345977306e-19,0.007320704351467445,0.0,0.0,6.534666740065043e-07,0.8213502628837505,0.17132837929810824,0.0
QRICH2,0.00015766549646629307,2.5369771509705653e-13,0.0,0.0,3.169339034889944e-17,5.297476690532963e-10,1.8301554713975815e-08,0.9998423156719773
EIF4G2,0.9998177012829628,1.9478625464874225e-09,0.0,0.0,2.16426726254408e-13,5.995335296319971e-06,0.00017630116384153904,2.698205415701971e-10
USP20,0.11867519592962905,1.6389760136948992e-10,0.0,0.0,1.9427514748620535e-14,4.988480083109717e-07,7.474018234052373e-06,0.8813168310402119
FXN,0.9935599786836085,1.1024074795423701e-07,0.0,0.0,1.1514644530367178e-11,0.00033170049575159254,0.006108210568377443,2.4845778349440702e-33
GHDC,0.8715504718776439,5.663561763751751e-08,0.0,0.0,7.137367477908352e-12,8.015679383749357e-05,0.0013685331041153597,0.12700078158164824
CCDC88A,0.9068520900983095,1.4284079158303013e-06,0.0,0.0,1.9286161152935382e-10,0.002089586527469952,0.09105689477344313,1.419546089135331e-31
SEC16B,0.9980465674791337,5.747507343814537e-08,0.0,0.0,5.4018633424699795e-12,0.00019779212688984213,0.0017555829135011479,7.861954278135234e-47
ATF4,0.0010971630977954108,0.0009597531284219225,0.0,0.0,2.0151602734116005e-07,0.9979428822577548,1.2178247691898199e-17,2.5502782454355873e-138
MCAT,0.9994592768250828,9.857179910705513e-10,0.0,0.0,8.103187003558018e-14,4.607173055983887e-06,4.527654534061475e-05,0.0004908384707215533
MAP1LC3B,0.0030905805200890676,8.236758460550461e-12,0.0,0.0,1.0287181413401645e-15,2.0652566098628097e-08,2.7971348973660977e-07,0.9969091191056176
ARHGAP12,0.0011089954041110307,1.2969308055906051e-11,0.0,0.0,1.6429338097103884e-15,2.0612901856335396e-08,4.777455240835601e-07,0.9988905062244922
LZTR1,2.0577201399304208e-23,0.026651679503912246,0.0,0.0,6.950168109281386e-06,0.9733413703279784,1.425365153974372e-30,0.0
KDM1A,0.00016222429579922012,2.5381551622619113e-13,0.0,0.0,3.093850537217261e-17,5.034649074920101e-10,2.2160921682104532e-08,0.9998377530395595
HSPA1A,0.0014795836677891432,5.032644586656542e-12,0.0,0.0,6.7121204825817475e-16,1.1155713670888787e-08,2.1128828438203839e-07,0.9985201938831799
CASP6,0.0002475195128132639,3.8382738008035383e-13,0.0,0.0,4.870637809307664e-17,7.750933712075271e-10,2.107302455020956e-08,0.9997524586386849
POU1F1,0.09711395110585776,2.440516880444483e-05,0.0,0.0,3.0243879060629294e-09,0.042316481582719875,0.8605451591182299,1.5652966678108005e-123
TRMT10B,2.8575967394975016e-07,0.00047603470720285765,0.0,0.0,3.596592387919505e-08,0.657339424917559,0.3421842186496397,1.4651052202221804e-231
TRAIP,1.6560370689024062e-177,0.999660694275581,0.0,0.0,0.0003367376513736789,2.5680730465532293e-06,1.9961930812896747e-41,0.0
TM2D3,0.0009609021294877295,1.882937893730183e-12,0.0,0.0,2.263344756415095e-16,4.652397347424675e-09,6.495014969985399e-08,0.9990390282660824
AHCYL1,0.00015756172954618536,2.468898401627225e-12,0.0,0.0,3.4828612402271774e-16,3.916834465627623e-09,5.656761705852557e-08,0.9998423777835336
FBXO9,8.274569623349533e-05,9.96657679449988e-13,0.0,0.0,1.4245283584978595e-16,1.5322965118026035e-09,2.3065296187827485e-08,0.9999172297051765
ERC1,0.7997875630445378,6.4484747979575935e-09,0.0,0.0,6.806465794149355e-13,1.4619597553874851e-05,4.653988749025909e-05,0.20015127102126262
MAML2,0.9999137822001632,4.090410602871292e-09,0.0,0.0,4.1661118423692097e-13,1.1941354856234125e-05,7.91051719891093e-06,6.636183695433256e-05
SRSF2,0.01801556986879841,2.8243738011934168e-11,0.0,0.0,3.392853615555031e-15,6.410540290406515e-08,1.987458328472082e-06,0.9819823785392234
CTCF,3.967743359560099e-05,9.26228491142896e-14,0.0,0.0,1.2800138680622288e-17,2.0859182974581736e-10,4.5345244912527035e-09,0.9999603178231957
MRS2,9.784054161457874e-37,0.0018824394035567176,0.0,0.0,1.118491064855521e-07,0.9980545497418521,6.289900548469527e-05,0.0
VAMP1,0.9993649869111175,2.269475388900595e-08,0.0,0.0,2.582210883301963e-12,6.317415412783979e-05,0.0005718061665691644,1.0070849357988259e-08
RWDD2B,0.9997389632072653,1.1017091769361951e-08,0.0,0.0,1.0906353180227792e-12,2.791465735248599e-05,0.0001836944358853484,4.941668131456936e-05
CRKL,0.0009223458901333083,2.025796822870963e-12,0.0,0.0,2.598638111596688e-16,5.040289827623656e-09,1.129231448829615e-07,0.9990775361444053
TMEM87B,0.007089403076341689,1.1426866729889647e-11,0.0,0.0,1.2919984054528146e-15,3.0383706022997654e-08,2.770401300751484e-07,0.9929102894883941
TECPR2,0.0005819946629452582,8.520235589704286e-13,0.0,0.0,1.0270070760342389e-16,2.2042486133382374e-09,3.58881541723035e-08,0.9994179672438003
MPG,1.4115815553568923e-58,0.06462259390051225,0.0,0.0,3.186593544278573e-06,0.9353742195022376,3.7059189820669665e-12,0.0
WBP4,0.00032380390650166594,5.375583216454991e-13,0.0,0.0,6.32029739228732e-17,1.5356840727756785e-09,3.3927033861997535e-08,0.9996761606302434
TBC1D25,1.7957879835095243e-60,8.968767037861875e-07,0.0,0.0,8.71416968950322e-09,2.2239566952443114e-10,0.999999094186731,0.0
ARL8B,2.3071689824733722e-05,4.360274224154098e-14,0.0,0.0,5.9268900591535715e-18,9.438816799452237e-11,2.5572963951260065e-09,0.9999769256584473
PAFAH1B1,0.0022716676940177883,1.3060195360444872e-11,0.0,0.0,1.8550331308334678e-15,2.2089031965690362e-08,7.827845069539872e-07,0.9977275274193805
ENKD1,0.9743960881857218,5.534554194413601e-06,0.0,0.0,3.9080604666282926e-10,0.025301510075648438,0.0002968667936295975,9.631678692016923e-38
RPN1,0.9157124495345651,4.844970639664639e-08,0.0,0.0,5.648577723728075e-12,6.471783591958141e-05,0.0028902416296534604,0.08133254254450693
TXNDC17,0.9420656560503164,3.766738095580167e-09,0.0,0.0,4.121980334849236e-13,1.1257893919889213e-05,0.00011928456505178882,0.0578037977235615
LRCH3,0.0006136264889429286,1.0818839670314896e-12,0.0,0.0,1.3918368831622802e-16,2.5990911504509854e-09,4.020947999177214e-08,0.9993863307014034
AP3D1,0.006920602540482793,2.2430236646769982e-11,0.0,0.0,3.2888334969481567e-15,4.38304598332247e-08,1.3331050118072883e-06,0.9930780205016119
LYST,0.9876132187438778,3.12494552624806e-06,0.0,0.0,1.9502765984324415e-10,0.012181985170664007,0.00020167094490444626,2.2107724479806486e-61
FAM20B,0.2769890171407235,0.00013723083913144815,0.0,0.0,1.0509678315431262e-08,0.7150966921761596,0.007777049334307438,1.1998937184568804e-113
TNNC1,3.4436319914740546e-12,0.0016124073487095525,0.0,0.0,1.0086068081987408e-07,0.9983864876721668,1.0041149992033459e-06,4.944788263812126e-280
SBF1,1.1058222337848994e-62,0.9766264998127954,0.0,0.0,0.00029486467535274886,0.02307863551185104,7.149569383917772e-18,0.0
TLR9,9.496766898634016e-05,0.001492866537200187,0.0,0.0,1.6407194878069167e-07,0.9949164904692035,0.0034955112526609037,1.8357230839903004e-83
ESPL1,0.0006277863160084213,0.0002428157759988064,0.0,0.0,1.9540777874212227e-08,0.47898947476771964,0.5201399035994951,8.341859278857142e-100
VAC14,8.021018442353549e-12,0.0013510713454837765,0.0,0.0,1.1499406759989541e-07,0.9986488136524277,1.8649026975733017e-18,1.4981215362164441e-273
SMPD2,0.9482765249144911,8.939662122020844e-10,0.0,0.0,8.466835747655483e-14,3.894689785111661e-06,9.625377768226816e-06,0.051709954123904917
INPP5F,0.00919786721911801,2.3575886543838257e-11,0.0,0.0,2.9152774949554234e-15,6.347544451615084e-08,1.1914495746563893e-06,0.9908008778322842
BCAT2,0.9999778368701349,5.555802945330051e-09,0.0,0.0,6.085689379271368e-13,1.9481709772796603e-05,2.628782645944631e-06,4.708103475509712e-08
EMD,2.298779872727211e-73,3.8918855805391565e-06,0.0,0.0,5.950690137378032e-08,8.233236767350316e-11,0.9999960485251851,0.0
GALNS,0.0048964655379052065,1.491319352630321e-11,0.0,0.0,1.8577158328446783e-15,3.844436228435619e-08,6.89933549458095e-07,0.9951028060692672
MORN2,0.00014391109341537836,2.0896532974130824e-13,0.0,0.0,2.7522918089099942e-17,4.846990134431463e-10,1.2026600489594089e-08,0.9998560763950769
ECHDC1,0.003697859172493462,6.017086215778036e-12,0.0,0.0,6.717484363764894e-16,1.6471484702369048e-08,1.3248497466928054e-07,0.9963019918650293
KAT7,0.9999608207851763,3.2077393047818895e-09,0.0,0.0,3.4121808905821616e-13,1.1794618477257168e-05,9.902586416888118e-06,1.74788018492094e-05
NPRL3,0.9530652473780543,1.3680901994868205e-05,0.0,0.0,9.639705318404426e-10,0.046208135976325504,0.0007129347796551404,5.300149381675949e-63
ENO1,0.00016823501160245126,1.4680996248776398e-12,0.0,0.0,2.5703493973551427e-16,1.716848987580602e-09,5.822248634085661e-08,0.9998317050475942
TFB1M,0.999211630246378,1.3085751616699207e-08,0.0,0.0,1.575083539708012e-12,2.8365529062225294e-05,0.0007599910935337769,4.3699137957031355e-11
RNF44,0.8173868865052759,7.239567564764626e-05,0.0,0.0,5.601301694093008e-09,0.17481074928418433,0.007729962933590605,3.643702215305612e-47
HMGXB4,0.6249567035898433,3.504772756775466e-06,0.0,0.0,4.0991206915513075e-10,0.005126110072469736,0.3699136811550182,6.054669672609937e-62
PPP2R5E,0.0005688072116697431,1.0646094831095817e-12,0.0,0.0,1.297660885021784e-16,2.295127099989033e-09,1.0357637609673213e-07,0.9994310869157614
RRAGC,9.546171085252422e-05,9.217424036049067e-14,0.0,0.0,1.1348635463752432e-17,2.3702101167939024e-10,6.8289550627405965e-09,0.999904531223079
CCNC,0.01210617297226484,1.0419865801545165e-11,0.0,0.0,1.1189031816504484e-15,3.524751716988906e-08,9.10231325037156e-07,0.9878928815384725
CEP70,0.003337868206206856,3.5954256096720905e-12,0.0,0.0,3.870342443376017e-16,1.1464918381684495e-08,1.8855067133582983e-07,0.996661931774607
PMVK,0.00022931722671098046,3.8793071021393007e-13,0.0,0.0,5.159395782597123e-17,9.416211221779801e-10,1.3066036741642169e-08,0.9997706687652423
SFXN4,0.0580342059336798,1.8359188397246924e-10,0.0,0.0,2.246020958512431e-14,5.192554770445368e-07,2.148929617570134e-06,0.9419631256976111
AP4S1,0.00014722561245190773,5.653077657762062e-13,0.0,0.0,6.732640323392388e-17,1.3812412787459028e-09,2.718371317233778e-08,0.9998527458220277
KLHL11,0.0002956576631122607,1.6832415888017701e-12,0.0,0.0,2.6879496372125763e-16,2.7394806720937542e-09,9.281970930479954e-08,0.9997042467760144
RCN2,0.960195940452929,3.635783266376219e-06,0.0,0.0,3.327748063653854e-10,0.008173790898293393,0.031626632532736586,2.393270125696591e-49
NDRG3,0.003850600908254666,3.724856184155255e-12,0.0,0.0,3.860162010983262e-16,1.2041244466470034e-08,2.0056258457070938e-07,0.9961491864841903
CNST,8.844280281314607e-05,1.1153698416404406e-13,0.0,0.0,1.4624252294612276e-17,2.5830068810320646e-10,8.241000414247806e-09,0.9999115486977739
ZKSCAN1,0.00021743322869097878,0.00030189314635669094,0.0,0.0,1.8825459028060874e-08,0.9125160560570867,0.08696459874240701,1.9460305929170668e-194
IVNS1ABP,3.593640137747871e-05,3.678700154336959e-14,0.0,0.0,4.8006776772055264e-18,8.512272363053024e-11,2.9788783190348547e-09,0.9999640605345848
ACLY,0.00032989416701952024,9.10003762189572e-13,0.0,0.0,1.3640413383209518e-16,1.7033050343926632e-09,5.8642371517529586e-08,0.999670045486393
NT5C1B,0.9910602616743219,1.021492400334555e-07,0.0,0.0,1.1411492219570561e-11,0.00011155360884758863,0.00729226740108287,0.0015358151550961352
WDR35,1.3643229634203237e-56,0.007500130878156916,0.0,0.0,4.1423305391105443e-07,0.9924431513736325,5.630351515591361e-05,0.0
IL4,8.150215450677627e-13,0.0012020642614274624,0.0,0.0,7.135209695947768e-08,0.9888128025478873,0.009985061837773548,1.749720100667858e-177
RNASEL,0.9977976311827728,5.135016251132334e-08,0.0,0.0,3.800988250299192e-12,0.00025871070195331746,0.0019436067613104423,9.70145385105818e-45
SF3A1,0.9996982882901986,2.6636835504735476e-09,0.0,0.0,2.6560692797789217e-13,9.27119345731021e-06,0.00029243785239482155,2.3972758983597893e-20
GIGYF2,0.9987706715012644,2.63821264658199e-08,0.0,0.0,2.3632281322935188e-12,0.00010813199194818256,0.0011211701222977228,6.660969936396321e-35
FMR1,2.5477322532902604e-14,9.766810624785375e-06,0.0,0.0,4.20557485039048e-09,0.00037059484614867903,0.9996196341376258,2.7281279178453167e-116
ATXN2L,0.014324440154479038,3.967845163544287e-11,0.0,0.0,4.524068564442134e-15,1.1743542947798547e-07,1.5360730862220103e-06,0.9856739062973219
SLC30A1,0.9995898515581205,2.697486879376995e-09,0.0,0.0,2.4201296596506493e-13,1.2338337354374709e-05,5.9771711564782995e-05,0.0003380356952312427
RANGAP1,0.00012970685857702753,2.1896216981333903e-13,0.0,0.0,3.055469949091193e-17,4.569647511440888e-10,1.348190819497954e-08,0.9998702792023314
NUPL2,0.9998145894489541,2.3456591925193157e-09,0.0,0.0,2.366149694179418e-13,6.464008287329602e-06,0.00017894419686243838,2.9801630446466694e-16
SLBP,0.002002409826595572,4.0786563166748846e-12,0.0,0.0,5.198313389081996e-16,1.1224931649614044e-08,1.3327936908934287e-07,0.9979974456650246
ST3GAL3,0.0023131148031486823,2.113693668595476e-11,0.0,0.0,3.2844256581407294e-15,3.1806731787036715e-08,1.5027481600858193e-06,0.997685350620819
LUC7L2,0.9987790274271182,4.238251946769476e-08,0.0,0.0,3.3785075256920114e-12,0.00017714195375505276,0.0010437882332287945,6.81646244174317e-25
TTC33,0.0013407332293388188,3.0973804337373966e-12,0.0,0.0,3.889212630078097e-16,7.50064477284705e-09,1.164496371303819e-07,0.9986591428172817
H2AFZ,0.0004899761932554635,5.28986448280064e-13,0.0,0.0,6.257330517102646e-17,1.6211283910877214e-09,1.8662954472687e-08,0.9995100035221324
