Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
ITGA8,-0.001379849,0.003224856,0.005459334,0.00193305,0.000293244,0.000451596,-0.002000499,-0.004846049,0.002720664,0.001992085,-0.00564614,-0.000197853,0.00037242
CACNA1D,-0.000607574,0.000409653,0.000425769,0.000213436,0.000466456,0.000369478,-0.000300684,0.000520533,-0.000194351,0.000403581,0.000366452,0.000292794,0.000367965
LGR6,0.005058642,0.001398148,-0.004506793,-0.001189612,-0.00066804,0.002025933,-0.003930284,-0.003473569,0.002293562,0.00197281,0.002793195,-0.002034477,0.000365054
CEBPA,-0.001563578,0.001337731,-0.000663334,0.002830639,0.000464857,0.000251348,0.000966887,0.001772485,-3.18E-05,0.001894819,-0.001742337,-0.000211797,0.000358103
PURA,-0.001297558,-0.000729181,-0.001678344,-0.000368117,0.001948141,0.001877544,0.000988044,0.00131077,0.000153691,-0.002507634,0.000561021,0.000732985,0.000357356
SPSB4,-0.002431589,0.000630545,0.002936379,-0.002179946,0.000134036,-0.001998209,0.000580077,0.003436006,-0.002003257,-0.000857458,0.001418864,0.005244879,0.000357057
KCNK16,0.000869328,-0.000855003,0.001673985,8.27E-05,-0.000742768,-0.000132098,0.000628639,0.001196439,0.001266274,-5.36E-06,0.000909663,-0.002399911,0.00035567
CSF2RB,-0.00116593,0.001327759,0.001150824,0.002227135,-0.004805556,-0.003738417,-0.001447057,-0.002529039,0.004036422,0.001606886,0.002614503,-0.000439853,0.000355486
ABCC3,0.001460288,0.000183231,0.002219207,0.001850599,-0.00305198,0.000978526,-0.002489366,-0.000245312,0.000524214,0.003451982,-0.000512672,-0.000248289,0.000353723
PLEKHG1,0.000655715,0.000172745,0.000154339,0.000139961,0.00036219,0.000315236,0.000523846,0.000735641,0.000342822,-3.00E-05,0.000588324,0.000884365,0.000352506
DNMT3L,0.000348286,-3.12E-05,0.000813778,0.000553876,-5.81E-05,0.000779699,0.000811684,-0.000500409,-0.001604665,0.000775097,-0.001138116,0.000353765,0.000351026
FAM167A,-0.000448651,0.000221128,0.000312672,0.000295638,0.000380326,0.000684574,0.000774433,0.000526759,0.000121286,0.000444968,0.000545586,0.000243112,0.000346499
DRD2,0.010097234,-0.005544812,0.006229149,0.0119466,0.008454756,0.013348674,0.021378696,-0.007820344,-0.017156491,-0.007986716,-0.01852347,-0.01666148,0.000342169
CPZ,0.000192423,0.003014915,0.002341254,0.003069393,0.000454144,-0.002372895,0.000230591,-0.003515523,0.003179035,0.002116265,-0.002320388,-0.002797731,0.000342368
COL4A6,0.000207773,-0.00068895,0.001041425,0.000473282,-5.04E-05,0.000999603,0.001805109,0.001031805,-0.001747223,-5.18E-07,0.001390329,1.80E-05,0.000340528
GJA5,-0.000539071,-0.001264667,0.000794288,4.58E-05,0.000484973,-0.001543407,0.001653707,0.000326196,-0.000230753,0.001497349,0.00035527,0.001212748,0.000340733
NPPC,-0.001325325,-0.001006023,0.000456921,-0.000928985,0.002804868,0.001711311,0.001018523,0.001847496,3.55E-05,0.000125861,0.000225765,0.001413832,0.000341343
GRIN2A,0.000226697,0.000652326,0.000559007,0.000740383,0.000531283,-7.67E-05,-0.000366232,-0.000106233,-0.000699097,0.000505159,-0.000654907,0.000450805,0.000338751
TCF20,-0.000342163,-0.002299293,8.33E-06,-0.001443388,0.000669005,0.008262662,0.015118356,-0.00165222,0.002085831,-0.000262066,0.007661072,0.001731997,0.000338668
POU3F4,0.000489263,-1.24E-05,-0.000398096,-0.000449018,0.000188288,0.000804769,0.000793466,0.000628022,0.000506164,-0.000539882,-0.000123768,0.001215661,0.000338776
STMN4,-0.000997232,4.80E-05,0.000314248,-4.75E-05,0.000383389,0.000355204,0.000555594,0.000957865,0.000156649,-0.00081416,0.000684748,0.000823999,0.000334726
AFAP1,0.00039741,0.000206284,0.000398032,0.00030175,0.00025956,0.000327483,0.000294992,0.000374142,0.000342863,2.81E-05,0.000390984,0.000454916,0.000335173
GLI2,0.000198432,0.000131205,-2.45E-05,0.000393167,0.00011616,0.0003411,0.000386121,0.000319358,0.000597654,-0.000345314,0.000346302,0.000557895,0.000330229
PTP4A3,-0.002337301,0.001888086,0.00433983,0.003321289,0.001906782,0.00081393,-0.003200714,-0.001780544,-0.000155885,0.001056078,-0.004567763,-0.002479595,0.000329023
LHFPL2,0.000751427,0.000159626,1.34E-06,0.000253964,0.000326429,0.000249056,0.000420789,0.000575656,0.000331035,-0.0005287,0.000346296,0.00051114,0.000328732
COL16A1,0.000507259,-3.20E-05,-0.000928179,-7.75E-05,0.000494035,8.55E-05,0.000736074,0.000578985,0.000313944,-0.000694967,0.000344819,0.000337154,0.000325549
PDZRN3,0.000329379,0.000355136,-8.85E-06,0.000357979,0.000320623,0.000277759,0.000320385,0.000395903,0.000316123,-0.000556349,0.000328589,0.000342622,0.000324606
KRT5,0.000273821,-1.90E-05,0.000579114,0.000101315,-0.000334234,0.000124071,0.000370022,0.000889976,0.000624794,-0.000136266,0.000750137,0.000567688,0.000321922
NES,0.001667293,0.000120104,7.12E-05,-0.000261824,0.000495619,0.000145986,0.00093462,0.002000833,8.00E-06,-0.000648171,0.002151867,0.001353197,0.000320803
SLC13A2,0.000553904,-0.001881871,-0.001215171,0.002543882,0.002945898,0.00579365,0.005627125,-0.007363379,0.002759772,8.82E-05,-0.002832498,-0.005604243,0.000321052
KRTAP5-5,0.000490783,0.000218248,0.000398953,-0.000624423,0.000336932,0.000818304,0.000887974,-0.000406252,0.000177135,0.000378946,0.000302754,-0.000835785,0.000319843
DLL4,0.002171071,0.012107298,0.01700127,0.021892988,-0.015740879,-0.004645169,-0.006743878,0.001999009,0.008121238,-0.001367993,-0.007609308,-0.011673057,0.000315508
FLT4,0.000495074,-0.001343899,0.000807902,0.000258514,0.001282628,0.000368286,0.00017855,0.000218647,-0.000912766,0.000138618,0.001048206,0.000429783,0.0003134
GOSR2,0.000341537,0.000550617,-0.000158758,-3.69E-06,0.000317847,0.000305867,0.000305361,-2.81E-05,0.000347734,5.66E-05,0.000380149,0.00039346,0.000311857
GFPT2,0.000524354,0.00015537,0.000496239,4.22E-06,0.000553228,0.000271925,0.000392875,0.000348894,0.000441028,-0.000347401,-0.000115831,0.000159355,0.00031041
GPR153,0.000296337,0.000323554,0.000219128,6.80E-05,0.000722121,0.000446096,-0.000486121,0.000568304,0.00040061,0.000620843,9.33E-06,3.88E-05,0.000309946
TSHZ3,-0.003882831,-0.001478243,-0.005831104,-0.005059971,0.003833956,0.003492566,0.002524775,0.001252521,-0.002814685,0.000489384,0.000130259,0.001298306,0.000309822
FEV,0.001940317,-0.001025744,0.000440368,0.002151561,0.001879133,0.009827771,-0.002461083,0.000178605,-0.003726555,-0.001892124,-0.000201716,0.004361659,0.000309487
NPTX2,0.001767326,-0.001150906,-0.004033879,-0.00198016,-0.007843293,0.006369711,0.003201033,0.008587932,-0.001882603,0.006751416,-0.004236412,0.003592139,0.00030821
LRRC38,0.000823777,0.000131589,0.000823981,0.000991173,0.000271101,0.001013926,-7.78E-05,0.000915752,-0.000222603,-4.69E-05,0.000343813,-0.000456558,0.000307457
AFAP1L2,0.001254589,-0.000221727,-0.000140232,-0.000126128,0.000303,0.000309309,0.000693531,0.001107957,0.000210398,-0.000545608,0.000954464,0.000862238,0.000306155
TMEM239,-8.95E-05,-0.00037446,0.001156513,-0.00061009,-0.000795434,0.000461212,0.000605875,0.000844995,0.000723896,0.000151277,-0.00059163,0.000509637,0.000306245
MLPH,-0.001036117,0.000159669,0.003440797,0.003465164,0.003232192,-0.00012197,-0.001149489,-0.001094626,0.001631226,0.000451086,0.000976695,-0.001645567,0.000305378
CCDC88C,-0.000162695,0.001702508,0.001665928,0.001952762,0.000284447,0.000326045,-0.000483816,-5.01E-05,0.000411496,0.000604218,0.000231908,-0.000388669,0.000305246
CLCN4,-0.000177829,0.000384184,0.00017296,0.000306262,0.00026943,0.000372908,0.000300569,0.000227705,0.0003796,6.50E-05,0.00047226,0.000530493,0.000303416
SASH1,-0.000462699,0.000464196,-0.000511872,0.000651105,0.000311333,0.00029182,0.001058877,0.000483482,0.000481098,0.000194579,0.000188254,-0.000754158,0.000301577
TAC4,-0.001117482,0.000712071,0.003532577,-0.000110867,0.002737131,0.008269638,-0.004667162,-0.014240588,-0.003410049,-0.001681153,0.015342616,0.005206654,0.000300602
WLS,0.000173993,0.00037786,0.000303968,0.000165325,0.000359305,0.000296556,0.00030683,0.000133411,0.000298865,-0.000318362,0.000382528,0.000352578,0.000301417
CADM1,-0.0003816,-0.003036835,-0.002905897,0.001637729,-0.003613509,-0.003033757,0.000981807,0.005034818,0.002207087,-0.007140444,0.001633855,0.002469066,0.000300104
MYOM3,0.000404328,0.001983896,-0.000721505,0.000454401,0.000421171,0.00059616,-0.001029012,-0.000516131,0.000190487,-3.76E-05,0.001738218,-0.000532431,0.000297408
ELFN1,0.000569877,-0.000765403,0.000579155,-0.000169636,-9.72E-06,-0.002741862,0.00065835,0.000302636,0.000291959,-0.000581681,0.00157573,0.00117117,0.000297298
NFAM1,-0.000142164,-0.001352951,0.003973299,0.000183701,0.005280071,0.000407951,-0.004200284,0.003364824,0.009406439,-0.001573396,0.008923681,-0.004283505,0.000295826
CR1L,0.000489651,0.000270311,0.000258089,-0.000619538,0.000703059,0.000505444,0.000485366,-0.0002198,0.000248864,-0.000121224,0.001008873,0.000318927,0.000294619
COL12A1,-0.000404382,0.000398058,-0.000284021,0.000183423,0.000693398,0.000807888,0.00057921,0.000137117,0.000620739,0.000163132,0.000136159,0.000423582,0.000290741
MMEL1,0.000983168,-0.000987549,-0.001086019,0.001763596,0.004260663,-0.005159565,0.004966422,-0.005065833,0.008021408,0.007397581,-0.000400899,-0.016410901,0.000291135
COL8A1,-0.000490345,0.000279223,-0.000113799,-0.000162978,0.00053253,0.000513337,0.000444638,0.000116713,0.000390551,-0.000163507,0.00061768,0.000301127,0.000290175
MAPK4,1.49E-05,0.000760463,0.00066169,0.00057931,-2.00E-05,-2.90E-06,0.000236836,-2.08E-05,0.000716991,-0.000395665,0.000343006,0.00068124,0.000289921
RELN,9.48E-05,0.000213125,0.000259901,0.000224003,0.000225024,0.000318692,0.000400743,0.000698501,0.00039776,-7.90E-05,0.000454975,0.000922509,0.000289297
IGFBPL1,-0.000345241,0.000348488,0.000262071,0.000214044,0.000417058,0.000564993,0.000440474,0.000309552,-0.000194808,0.000215364,0.000511713,0.000216997,0.000285812
GOLT1A,0.000269874,-0.000328448,0.000344197,-0.000114561,1.85E-05,0.000406972,0.000745828,-0.000508259,0.000296673,-0.000326802,0.000363575,0.00051169,0.000283274
KAZN,-0.001244084,0.001332735,-0.000728926,-0.000252492,0.001169214,0.000589969,-2.35E-05,-0.000987093,0.001428569,0.000598404,0.000794827,-0.000433224,0.000283235
GXYLT2,-0.000342205,0.000406603,0.000338901,0.000187914,0.000424861,0.000362514,0.000227207,7.43E-05,0.000591585,1.97E-05,0.000564756,0.000181048,0.000283054
GM5868,-0.00056145,0.000159705,-9.59E-05,-1.49E-05,0.000428112,0.000404313,0.000504864,0.000547839,-9.45E-05,-0.00010648,0.000647382,0.000729434,0.000282009
PDPN,-0.000332502,0.000389629,0.000218358,0.000184089,0.000356989,0.000388744,0.000325879,0.000124179,0.000403026,8.73E-05,0.000420885,0.00023516,0.00028052
ADRB1,-0.000302821,0.000809833,0.000201419,0.000108922,0.000373246,0.000519527,0.000170631,0.000117811,0.000635222,0.000361169,0.000395678,-0.000544186,0.000281294
BPIFA1,2.36E-05,-0.000290776,0.000392325,0.000491297,0.001000242,0.001023947,0.000166129,-0.000667272,-0.00021227,0.000534927,0.000582488,-0.000192612,0.000279227
FGF18,-0.000104276,0.000309603,0.000470847,0.000374089,0.000446977,0.000241151,0.000403341,3.41E-05,-7.04E-05,0.000415237,1.77E-05,-0.00011845,0.000275377
CHRD,-0.000261769,0.001727257,0.000665045,0.004739822,0.00670584,0.003744164,-0.000119488,-0.003972107,-0.002528733,0.006532964,-0.001024321,-0.002115702,0.000272779
OPLAH,-0.000213643,0.000319876,0.000174977,0.00022591,0.000195463,6.46E-05,0.000445669,0.000610566,0.00056104,0.000135038,0.00035149,0.000742327,0.000272893
COL5A1,3.26E-05,0.000287642,-0.000232337,-8.60E-05,0.000411303,0.000364332,0.000335944,0.00011859,0.00038099,5.22E-05,0.000391483,0.000256968,0.000272305
ENTPD2,0.000412757,-0.00038533,-0.000483009,-0.000444138,0.000307235,0.000231868,0.000541993,0.000640949,-0.000382791,-0.000282726,0.000600224,0.000803218,0.000269552
ANKRD63,-0.000994286,0.004909314,0.008207045,0.001417964,-0.006088954,-0.000168818,0.000697973,-0.002763988,0.009519252,0.002460107,-0.000214301,-0.008318822,0.000264578
PARD3,-3.28E-05,0.000327013,0.000461487,0.000417903,0.000171874,0.000337612,0.00020023,0.000197775,0.000485478,-0.000209028,0.000516179,-1.10E-05,0.000263622
IL1F8,0.000558952,-0.000499115,0.000209875,0.000414843,-0.000682289,0.001103014,-0.000345785,0.000101996,0.000424834,0.000392926,-0.000133478,0.000314677,0.000262276
IL11,0.002429401,-0.002414267,0.000301847,-0.000398382,0.000446163,0.000224119,0.003930269,-1.06E-05,-0.001513842,-0.000883337,0.000295157,0.003056739,0.000259638
ZFP467,-0.003014956,-0.000985129,-0.001478053,0.001099247,0.000250835,1.52E-05,0.000813257,0.002570831,0.000590906,-0.002651242,0.000267051,0.000719007,0.000258943
ICMT,-5.01E-06,0.000279637,9.98E-05,0.000737018,0.000234911,-0.000164893,-3.19E-05,0.000332958,0.000578739,0.000354887,-7.32E-05,0.000293509,0.000257274
COLGALT2,-0.000183285,0.000417523,0.000301239,0.000114406,0.000195115,0.00043498,0.000158449,0.000337134,0.000394999,0.000352031,0.000212186,0.000113831,0.000256713
BGN,-0.000422988,0.000366124,5.54E-05,0.000102361,0.00031889,0.00036708,0.00022181,0.000120064,0.000506297,-0.000154913,0.000537505,0.000280626,0.000251218
MVB12B,0.002381592,-0.008360544,-0.001161914,0.00385501,-0.01267148,-0.009078922,-0.006827286,0.005776634,0.001664277,-0.014564844,0.002259934,0.003356305,0.000251182
IFNA1,0.000283368,-0.001315684,0.000465011,0.000481313,-7.06E-05,0.00024443,0.000841811,-0.000325211,0.000441916,0.000257498,-0.000201383,0.00014911,0.000250964
CIDEA,-0.000885759,6.08E-05,-0.000811827,-0.000294265,0.000439671,0.001092568,0.000834702,0.001148295,-0.001029511,-0.000196123,0.001375682,0.000717851,0.000250236
RAMP3,-0.002456019,0.004586766,0.001652371,0.002552003,0.000442619,5.19E-05,-0.000232823,-0.000919574,0.004007574,0.001469293,-0.000217727,-0.000634254,0.00024726
ACE2,0.000218135,-0.001833137,0.000623573,0.002573582,0.003836146,0.00027069,0.003185043,0.000190448,0.00110405,-0.000576433,-0.001100624,-0.00154019,0.000244413
RUNX1T1,1.05E-05,0.000222965,8.83E-05,7.83E-05,0.000315293,0.000346856,0.000309533,0.000260611,0.000183452,9.24E-05,0.000339192,0.000273661,0.000241788
KRT26,2.66E-05,-0.000399189,-6.82E-05,-0.000112089,0.002039294,0.001914221,6.72E-05,0.002007412,0.000332297,0.000523232,0.000564213,0.000147237,0.000239767
SMOC1,0.001266278,-0.000800733,0.001050922,-0.000806687,0.001607923,0.001574619,0.00015972,-0.000758968,0.000145904,0.000318657,-0.000898838,0.000568601,0.000239189
HSD17B3,0.0002199,-0.00055692,-2.24E-05,0.000796375,0.000112227,0.000953678,0.001312253,0.000482017,0.000252909,-0.000302317,0.000568657,0.000186144,0.000236405
DCLK3,-0.000115342,0.000476681,0.000241787,0.000611794,0.000618521,0.00014622,-3.48E-05,0.000230849,0.000245657,0.000625775,-3.58E-05,-2.07E-05,0.000236318
SLC18A1,0.000579007,-0.001042434,0.000979944,9.82E-06,0.000457622,0.000994418,0.001141739,-0.00142835,-0.001314621,0.000588574,-0.000378353,-0.002319819,0.000233721
CFAP61,-0.000178436,0.000315032,0.000915458,0.000862332,-0.000686081,0.00082381,0.00023999,6.71E-05,0.000221403,0.000486431,0.000204379,-0.000364807,0.000230697
KLK11,0.000553418,0.000586131,0.000772729,-0.000896615,0.000203609,0.000949061,-0.002026718,-0.000719611,0.000255666,0.000478662,-0.000296175,-0.003840074,0.000229638
DMKN,0.000159613,-0.002226635,7.33E-05,0.00025704,0.001587874,0.001071757,0.0002035,-0.00023262,0.001879552,0.000955842,-0.002058486,0.000962555,0.00023027
AGPAT2,0.000608308,0.000186987,0.000106561,0.000130778,0.000244933,0.000211805,0.000254461,0.000380534,0.000129451,-0.000101046,0.000526163,0.000395049,0.000228369
YES1,0.000199053,9.00E-05,0.000972879,-0.000427319,0.00024859,0.000103228,0.000753719,0.000838792,-0.000661386,0.000690751,-0.000363455,0.000719165,0.000223822
CIITA,-0.000529263,-0.004040027,-0.00086417,-2.91E-06,0.00051536,0.000295124,0.001437306,0.000780856,0.000113952,0.001058224,0.001681183,0.000150237,0.000222681
TIFAB,-2.59E-05,0.000271637,0.001650407,3.40E-05,0.000173917,0.003607666,0.000643422,-0.001520499,0.003205595,1.52E-05,0.002798968,-0.002563412,0.000222777
VWA3B,-0.000371874,-0.000522251,-0.000363442,-0.000287874,0.000653532,0.000372184,0.000488537,0.000534395,-0.000402597,0.000232475,0.000210788,0.000566318,0.000221632
NRAP,0.00069839,-0.000780389,0.000192928,0.002192094,0.002178775,0.002025879,8.27E-05,-0.000309087,-0.000281069,0.000247828,0.000402708,-0.00280423,0.000220378
SVS3B,0.000793834,-0.001678042,0.00080078,0.000932436,0.001271949,0.001536768,-0.002668071,0.001392289,-0.00035957,-0.00064327,-0.001512354,-0.001024243,0.000217132
ODF3B,0.0003767,6.13E-05,0.00031427,9.77E-05,0.000198525,0.000574566,0.000218752,4.42E-05,0.000335741,0.000274478,0.00021372,-9.64E-05,0.000216236
DUOX1,0.00060191,-0.000158757,0.000962611,-0.000244603,-0.000784795,0.001759505,0.001542795,0.000614094,2.03E-05,0.000224351,0.000204693,-0.000889258,0.000214522
PPFIBP2,0.001462971,0.00104563,0.000169455,0.001421016,-0.000460643,-0.000430102,-0.000322415,0.000192545,0.000687217,-0.001410265,0.000235851,0.000442208,0.000214198
GRIN2B,0.000486914,-0.002058879,0.000837407,-0.000469196,-0.000970729,0.001397607,-5.84E-05,0.002491398,-0.001862875,0.00258172,-0.002169877,0.000652324,0.000214257
SPEG,-0.022876069,-0.003159694,-0.001319593,-0.024890226,0.008801042,0.008553613,0.005645874,0.00685192,0.001745692,-0.012257377,-0.007988635,0.004021684,0.00021305
SHROOM2,0.000224706,0.000359356,0.000592873,0.000438927,2.51E-05,-0.000158815,3.29E-05,-3.64E-05,0.000326862,-0.000611679,0.000198383,0.00023506,0.000211545
KLK4,0.000814257,-5.32E-05,0.000776318,-0.000483992,0.000326103,0.00077429,0.00048713,-0.000196957,9.68E-05,0.00070949,-0.000294928,-0.000239363,0.000211452
CYTH4,0.000508699,-0.003658092,0.003202618,0.001803499,0.006142548,-0.000727376,-0.003127579,0.00144675,0.005632349,-0.002612629,-8.64E-05,-0.003094887,0.00021115
SYNPR,0.000534081,-1.36E-05,2.14E-05,-3.43E-05,0.000215306,0.000196553,0.000566369,0.000470322,-2.05E-06,-0.000162861,0.000545754,0.000675959,0.00020593
SORBS2,-0.00034985,0.000292694,0.000330125,0.000319699,8.00E-05,0.00107209,-9.41E-05,-6.11E-05,6.16E-05,0.000961999,0.00011938,0.000323692,0.000206037
CLIC3,0.003113618,-0.001359744,0.003912438,0.000414182,-0.000100833,0.004614574,0.003375263,-0.005769851,-4.36E-06,-0.000936541,-0.000507755,0.006934117,0.000204911
RAB11FIP4,-0.014475903,-0.020855139,-0.018721929,-0.000703993,0.003102372,0.001646557,0.010876868,-0.002077068,0.006775296,-0.016651678,0.001109491,0.004071844,0.000202749
AHNAK2,0.000198365,0.00010302,-2.28E-05,-7.38E-05,0.00032428,0.000289216,0.000165483,0.000302958,0.000207014,-6.65E-05,0.000223723,0.000358963,0.00020269
DOCK9,-0.008977395,0.010914373,0.011031121,0.005831968,-0.001781666,-0.000372302,-0.001920277,0.000318008,0.007473795,8.73E-05,-0.007384395,0.000992535,0.000202654
FLT1,-0.000463882,-7.10E-05,-0.000343034,-0.000232368,0.001201619,0.001131581,0.001281057,0.00020562,1.10E-05,0.000536815,0.00070754,0.00019278,0.0001992
BNC2,-6.90E-06,0.000304392,2.10E-06,0.000172636,0.000188358,0.000208826,0.000189388,0.000228661,0.000363089,-0.000156292,0.000427158,0.000420836,0.000199107
MUC5B,0.005388776,0.002825386,0.000553924,0.00148571,0.005553115,-0.000158235,-0.001308037,-0.010221198,-0.001735657,0.01041599,-0.001380331,-0.003813414,0.000197845
RPRML,-0.001826039,-0.00031442,-0.002444704,-0.00127373,0.000734942,0.000618983,0.000930951,0.000617875,-0.000224734,-0.000860463,0.000696343,0.000793671,0.000196571
SH2D3C,-0.000138843,0.00025049,0.000259997,0.000252641,0.000125942,0.00015014,0.000203159,0.000121411,0.000281367,0.000201877,0.000190426,-5.80E-05,0.000196152
IER5L,-0.000177558,2.43E-05,-0.000180812,-0.00021234,0.000383978,0.000187515,0.000201987,0.000304664,0.000232056,-1.55E-05,0.000447988,0.000281281,0.000194751
RSPH14,0.000580212,0.003012088,0.000786746,-0.000357729,0.000566747,-0.000675317,0.000216304,-0.002533714,0.000173862,0.001179099,-0.001424961,-0.0044265,0.000195083
DES,0.000513622,-4.05E-05,0.000371655,0.000455271,-0.000293128,0.000339448,0.000356854,0.000127029,-1.13E-06,0.00023574,0.000149703,-0.000189658,0.000192722
HS3ST4,7.00E-05,2.70E-05,0.000631178,0.000272502,-9.89E-05,0.000849653,0.000547989,-0.001292908,-0.000720446,0.000498667,0.000108947,0.000347732,0.000190725
FOXP4,0.003278516,-0.003566928,0.005941545,-0.001976664,-0.006336538,-0.008069245,0.009265352,-0.000210788,0.006991136,0.000577754,0.002178869,-0.010182594,0.000183483
KCNIP3,0.000588727,9.71E-05,0.001281253,0.000915396,-0.000882696,0.00075158,0.000121702,0.000156028,0.000208643,0.000523326,-0.000500214,-8.22E-06,0.000182336
IRF6,0.000245356,2.90E-05,0.000141454,8.32E-05,0.000180085,0.000119839,0.000197258,0.000327457,0.000172184,-1.36E-05,0.000183696,0.00037474,0.000176135
KRT4,0.000199746,-0.000586347,0.000635064,-0.000172512,-0.000466603,0.000921946,-0.00030017,0.00143283,0.000151635,-0.000177669,0.000230393,0.0007777,0.000175691
ELF5,-0.000234826,0.000389274,0.000533536,6.97E-05,0.000752786,0.000385284,-0.000289111,0.000275692,2.07E-05,-5.94E-05,0.000640622,3.13E-05,0.000172696
CAPSL,-0.000619799,0.000619799,-0.000495999,-0.000200062,0.000913897,0.000849221,-0.000821958,0.001457373,0.000886561,0.000163948,0.000182169,-0.000695577,0.000173059
CCND1,-0.000207308,0.000135467,8.60E-05,6.41E-05,0.00018256,0.000174091,0.000189814,0.000183834,0.000169433,-5.35E-05,0.000278732,0.000262926,0.000171762
THOC6,0.000518826,0.000239309,2.25E-05,-0.000138015,0.000142552,0.000266295,0.000510654,5.72E-05,0.000272368,-2.72E-05,-0.000303916,0.000200397,0.000171475
ADAMTS18,0.000127443,0.000601468,0.000211202,0.000266841,-0.000467275,-0.000160643,0.000363752,-1.70E-05,5.20E-05,0.000277875,-0.00073397,0.000603787,0.000169323
TNFRSF8,0.000191809,-0.000662896,0.000731584,0.000685638,0.000744903,0.000650527,0.000143473,-0.00023074,-0.000136168,6.28E-06,-2.37E-05,0.000211731,0.000167641
RBM20,-0.000168123,0.000708215,0.00056058,0.000431526,0.000121007,0.000170984,2.27E-05,1.68E-05,0.000383026,0.000305659,0.000151961,0.000164632,0.000167808
SLC6A7,0.000190218,-0.000130027,-0.000294411,-0.000342051,0.000346096,0.000145057,0.000467071,0.000453859,-0.00030202,8.25E-06,0.000228763,0.000536326,0.000167638
KRT25,-0.000270298,-0.001864146,0.002354414,-0.001115286,-0.005751906,0.004903931,-0.008838069,0.000604031,0.002865919,0.00383597,-0.002443185,0.000715256,0.000166867
SFXN3,0.000238815,-6.13E-05,-0.000306635,-0.000238658,0.000220028,0.000143364,0.000190257,0.000194115,-4.07E-05,-0.000147023,0.000196147,0.000177513,0.000160439
PLEKHH1,-0.003193532,0.003838374,0.001248107,0.001586706,-0.001875295,0.000670825,-0.000673665,-0.00035013,0.00515677,0.004413533,-0.002878984,-0.002893753,0.000160348
TNFRSF13B,0.000290015,-1.86E-05,0.000246797,0.000138245,0.00085095,0.000888638,5.71E-05,-8.78E-05,-0.000676724,0.000606261,0.000180233,-0.000701647,0.000159239
HPSE2,-0.000771151,0.000350945,0.000282534,-0.000102304,-0.001259627,-6.39E-05,0.000846163,0.001839009,0.002004361,3.37E-05,-0.000893279,0.002574861,0.000158117
IFNAB,-0.000340343,-4.57E-05,0.000380093,0.000940196,4.84E-06,0.000777976,-0.00055786,0.000310437,-0.000821435,0.000949293,-0.000412885,0.001079404,0.000157639
PRELP,-0.000163681,0.000148158,0.000157991,0.00013333,0.000165795,0.000211219,0.000212486,0.000102904,0.000166009,2.17E-05,0.000258261,0.000153071,0.000155531
FAM19A5,0.002415672,-0.000327836,-0.001723906,-0.000507918,0.000353971,-4.21E-05,0.00115237,0.001781585,-0.00094714,-0.000725602,0.001214418,0.002257957,0.000155936
BMP2,-1.31E-05,0.000128581,-0.000202821,-9.93E-06,0.000202978,0.000329383,0.000177374,0.000330062,0.000135342,2.21E-05,0.000278575,0.000344565,0.000156358
KCTD15,-0.000711961,0.000548929,-0.000452001,-9.94E-05,0.000852579,0.000461834,0.000277491,-6.82E-06,0.00036769,0.000796175,3.06E-05,-5.34E-05,0.000154046
SHISA9,-0.000269472,0.000317454,0.000197407,0.000201556,9.02E-06,0.000113506,5.01E-05,0.000109278,0.000222893,0.000195117,0.000284643,-2.30E-05,0.000154312
SRCAP,0.000976003,0.000158362,0.001271241,0.001201429,-0.001283743,-6.48E-05,-0.00039134,0.000149979,0.000431768,0.000965711,-0.000260952,6.36E-05,0.000154171
TMED3,7.37E-05,0.000164061,-0.000136059,-9.83E-05,0.000228214,0.000261986,0.000158843,1.99E-05,0.000143286,-4.78E-05,0.000221963,0.000154556,0.000148921
CCBE1,-0.000181706,0.000231236,9.76E-05,4.94E-05,0.000196542,0.000224649,0.000254819,1.25E-05,0.000319021,-0.000165186,0.000411313,9.64E-05,0.000147071
CAPN2,0.000165349,-2.10E-05,-0.000194787,-0.00011104,0.000180236,0.000177759,0.00024218,0.000232417,4.59E-05,-0.000287333,0.000142081,0.000149718,0.0001459
TMEM37,-0.000195158,0.001196366,0.000770441,0.000881481,7.58E-05,0.000152026,0.000140373,-3.22E-05,0.001074738,0.000372151,0.000101068,-0.000270764,0.0001462
SPATC1,0.00031942,-0.000578785,0.000139164,0.000243314,0.000484198,3.68E-05,0.00014902,0.000169533,0.000557253,0.000143971,0.000113646,-0.000565872,0.000146496
PRPF6,0.000477438,0.000140556,9.78E-05,0.000123144,0.000149372,-0.000300014,0.000177675,0.000195158,0.000301941,-0.000164863,-0.000134379,0.000496729,0.000144964
SPICE1,0.000229066,-1.64E-05,-0.000283699,-0.00021295,0.000195633,0.000110012,0.000180223,0.000509026,-6.40E-05,-0.000357376,0.000350993,0.000377406,0.000145118
MECP2,0.000991127,0.000245029,-0.000461073,0.000403343,4.29E-05,-0.000272946,0.000874872,0.001928984,-0.000842416,-0.001230346,0.002865137,2.74E-05,0.000143965
PIEZO1,-1.86E-06,9.79E-05,-1.00E-07,4.87E-06,0.00019833,0.00022199,0.000147186,0.000143652,0.000144577,2.70E-05,0.000211969,0.000145455,0.000144115
