Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
DMWD,0.000100693,-0.000496116,-9.76E-05,-0.000202241,-0.000106063,-0.000391229,-0.000185872,8.46E-05,-0.000132034,-0.000251462,-0.000161585,-0.000112604,-0.00014681
NGB,-0.000182543,-0.000155599,-0.000163047,-0.000138323,-0.000109476,-0.000142232,-0.000176919,-0.000173801,-8.30E-05,-0.000193887,-7.49E-05,-7.43E-05,-0.000148916
CAMKV,-6.98E-05,-0.000169278,-0.000130196,-4.04E-05,-0.000116549,-9.19E-05,-0.000327638,-0.000195768,-0.00019889,-2.39E-05,-0.000168532,-0.000498366,-0.000149364
CLVS1,-0.000274275,5.52E-05,-0.000147265,-0.000151133,-0.000220496,-0.000275906,-0.000311074,-5.24E-05,2.18E-05,2.39E-06,-0.000452663,-8.05E-05,-0.000149199
RCAN2,-0.000483838,-0.000136286,0.000184528,9.99E-05,-0.000485036,-0.000551822,-0.000164032,-6.63E-05,-0.000242736,-0.000221706,-0.000112594,-7.57E-06,-0.000150159
SHISA6,8.23E-05,-4.02E-05,-0.000260083,2.59E-05,-0.000313882,-0.000282899,2.82E-05,-0.000584875,-0.000477688,3.17E-05,3.37E-05,-0.000267364,-0.000150142
ADGRV1,-0.000523287,-0.00021619,-0.000446404,0.000147616,-8.05E-05,-0.000104039,-0.000197354,-0.000575806,-0.000496591,0.00080152,0.000127508,0.000139324,-0.000150697
TNMD,-0.000184864,-6.93E-05,-0.00011816,-0.000369018,-0.000416852,-0.000345276,-0.000350497,-3.66E-05,0.000190395,0.000172977,-0.000215715,0.000135671,-0.000151512
UNC79,-0.000150123,-0.000155262,0.000634485,-0.000190218,-8.38E-05,-6.10E-05,-0.000389268,3.34E-05,-0.000870896,0.001096207,-0.000560943,-0.001196,-0.000152693
FXYD7,-0.000355119,-0.000126106,-0.000405195,-0.000178584,-1.35E-05,-0.000154625,-0.000124708,-0.000260115,-0.000154283,-0.000110459,-9.21E-05,-0.000306988,-0.000154454
TGM6,0.001848966,0.0012426,-0.002380137,-0.003251883,0.000205817,0.001922354,-0.002235473,-0.002452441,-0.000505538,0.003123842,-0.003929198,0.000197941,-0.000153799
MC3R,0.000282776,-0.000131678,-0.0002269,-3.26E-05,-0.000560523,0.00052273,-0.000463562,-0.000407047,-0.000208433,-0.000129056,-0.000179271,9.75E-05,-0.000155475
AGAP1,-0.00301258,0.001505028,0.000311137,0.001757588,-0.000778938,-0.002241996,-0.000466978,0.002176921,-0.000730932,0.000154934,-0.002756582,0.003014009,-0.000156022
MTSS1,-0.000584661,-7.03E-05,4.76E-05,-0.00024655,-3.51E-05,-0.000427781,-0.000460276,-0.000356951,4.85E-05,-0.000480687,3.29E-05,6.89E-05,-0.000158425
SYT9,-0.000345646,-0.000231802,-0.000229581,-0.0002122,-6.90E-05,-6.89E-05,-5.39E-05,-0.000154437,-0.000237429,-0.000165029,-8.84E-05,-9.45E-05,-0.000159733
MORN1,0.00028159,-0.000301526,-0.000162069,-0.000265208,-0.000714461,3.77E-05,0.000903546,0.000351136,-0.000158284,0.002149692,-0.000525393,-0.00048642,-0.000160177
IRS4,0.00290498,0.000853952,0.012696756,-0.000580061,0.002895872,-9.74E-05,-0.000224713,-0.004936986,-0.004602511,0.004839969,-0.004948877,-0.003456784,-0.000161057
TNN,-0.00014211,0.000116896,-0.000451758,-0.000138224,-0.000208169,0.000435406,-0.000128853,-0.000675289,-0.000286309,-0.000179907,-0.000256155,-6.08E-05,-0.000161009
SLC6A18,0.000783521,-0.000313499,-0.00014501,-0.000516733,-3.10E-05,-0.000178269,-0.000923853,-0.001106488,0.001435418,-0.000845362,0.000580188,0.000930315,-0.00016164
HR,0.000888112,-0.003474458,-0.001664107,-0.003323273,0.001513112,-0.00061377,0.000533025,-0.000472678,0.004779624,0.00014272,0.003990697,-0.000917917,-0.000164979
CNRIP1,-0.000127828,-2.05E-05,-0.000502079,3.53E-06,-0.000374149,-0.000556111,-0.000132265,-2.68E-05,-0.000351437,0.00035231,-0.000198468,-0.000229119,-0.000165367
MMD2,-0.000260406,0.000132483,-0.000797104,0.000550753,-0.000164846,-0.00024859,-0.000168865,-0.000430526,3.92E-05,0.000680978,-2.01E-05,-0.000197605,-0.000166856
SOGA3,-0.000319481,-0.000359546,-0.000216549,-0.000176774,-0.000113099,-0.000153936,-7.92E-05,1.64E-05,-0.000229446,-0.000169477,-0.000164847,9.58E-05,-0.000167162
FCGR2B,-8.42E-05,-0.000827571,-0.000497628,-0.000207466,-3.16E-05,0.000201991,-0.00012636,-0.000256693,-0.000804,0.000132644,0.000225398,-0.001622093,-0.000166913
KLK1B5,-0.001044997,0.000961284,-0.003690474,0.000709172,-0.003191445,-0.00142037,-0.014204934,0.002500254,0.005301323,0.002455027,-0.001215906,0.003049125,-0.000167913
PRRG3,-0.000237064,-6.29E-05,-0.000168827,-4.09E-05,-9.61E-05,-8.37E-05,-0.00019006,-0.000168678,-0.000206403,-8.46E-06,-0.000206577,-0.000241422,-0.000168753
MYH7,0.000216365,-0.001357364,-0.000928464,-0.000518729,-0.000332838,-5.70E-06,-0.001348326,0.000226391,0.000527358,0.002233911,-0.001231125,0.000281125,-0.000169269
CFAP221,0.00023301,-0.000323254,-0.000482069,-3.75E-05,-0.000886832,0.000190769,-0.000332112,-0.00022646,0.000301018,-0.000111969,-0.00010413,-0.000246144,-0.000169215
CEACAM1,-0.000431218,-0.001098437,-0.0005786,-0.000133735,-0.000444163,-0.000205917,0.000556773,-0.000497975,0.000245567,0.001032232,-9.48E-05,4.35E-05,-0.000169826
MAP7D2,-0.000258535,-0.000171776,-0.000240467,-0.000148312,-0.000141675,-0.000168775,-0.000177262,-0.000198952,-3.00E-05,-0.000245837,-2.59E-05,-2.82E-05,-0.000170276
CXCL16,-0.000205013,-0.002155031,-0.000140061,0.010818754,0.006008288,-0.003992286,0.004751354,-0.018038233,0.000731178,-0.002144541,0.001795025,-0.01556887,-0.000172537
FAM131B,-0.000320662,-0.00066049,2.78E-05,-0.000338585,4.03E-05,0.000165692,-0.000574594,-2.62E-05,-0.000734078,0.000290852,2.82E-05,-0.0003889,-0.000173431
FAM169B,0.000599792,-0.000127794,-0.000460835,0.000209156,0.00144654,0.001040026,-0.000547766,-0.000240333,-0.000767844,-0.000218598,0.002226609,-0.001192528,-0.000173196
NTF5,-0.000744969,0.005159077,-0.000107661,0.000218557,-0.00024223,0.003556593,-0.002308315,-0.002167649,0.000566064,0.003523324,-0.005399038,-0.002156977,-0.000174946
FMOD,-0.011357596,0.008580613,-0.021397823,0.000567914,-0.00201512,0.004732072,-0.000435815,0.010241406,0.020221585,-0.004378734,8.19E-05,-0.005237248,-0.000176958
TUB,-0.000279248,-5.04E-05,-9.51E-05,-6.73E-05,-0.000177046,-0.000211493,-0.000206334,-0.000229161,-0.000120961,-0.000106057,-0.000247915,-0.000179331,-0.000178189
INS1,0.0006248,-0.000103164,-0.00077585,-0.000822077,-0.000449891,0.003020116,0.000418472,-0.002462284,0.001319628,-0.001952598,0.00146688,-0.000254548,-0.000178856
RAB36,-0.000300493,-7.29E-05,-0.000249303,-0.000163436,2.53E-05,-0.00019512,-0.000129789,-0.000364632,-0.000375034,-0.000148109,-0.0002162,9.26E-05,-0.000179278
PAMR1,0.012030988,0.022934273,-0.022734402,-0.009993801,-0.005255198,0.003026963,-0.000709496,-0.008883607,0.000351951,0.012200026,0.005955932,-0.025871914,-0.000178773
FABP1,0.000166514,5.43E-05,-0.000335883,-0.00028371,-7.20E-05,-0.000619099,-0.000107491,-0.00088892,-0.000310188,0.000295478,-0.000198626,-0.000163317,-0.000180972
OSBPL2,-0.000236957,-5.91E-05,0.000103598,-8.11E-05,-0.000171824,-0.000288509,-0.000190931,-0.000281989,-0.000279297,1.46E-05,-0.000513599,-2.64E-05,-0.000181378
RASAL3,-0.00015026,-0.000378465,0.000331732,-0.000213235,-0.000802987,0.000426135,0.000347385,-0.001415434,-0.001182905,0.000845761,-0.000114565,-0.000902266,-0.000181748
HS3ST6,-0.000171812,0.000455772,0.000400094,0.00048565,-0.000369687,-0.00035492,-0.000260987,-0.000296326,0.000503829,4.54E-06,-0.000228152,-0.000194997,-0.000183405
SFXN1,-0.000360686,-0.000156165,-0.000142123,-0.000105448,-9.46E-05,-0.000239715,-0.000212264,-0.000255664,-0.000271125,-0.00022684,-5.76E-05,-0.000151797,-0.000184215
LCP2,-9.39E-05,-0.000350571,-0.000354448,0.000160002,-0.001360311,-0.001586537,0.000613381,-0.000359355,0.000132047,0.001691816,-0.000129116,-0.000241161,-0.000185139
DOCK3,-0.000356438,-0.0001752,-0.000422729,-0.000126179,-8.41E-05,-0.000370691,-0.000326979,-0.000127093,-0.000196713,-0.000282465,-8.38E-05,-2.78E-05,-0.000185957
CALCA,-0.000586174,-0.00105141,-0.001018742,-0.000860196,0.001424573,0.000947693,0.000314387,0.00021177,-0.003051669,-0.00084434,0.000389504,0.001025219,-0.000187202
NDUFA10,-0.000393932,-0.000257479,6.72E-05,-0.000283006,1.66E-06,0.000336287,-0.00053489,-0.000104851,-0.000368544,-0.000120938,-0.000315097,-0.000100679,-0.000189209
ENTHD1,-0.000258951,-0.002148661,0.000443463,-0.000633397,0.001586364,0.002299745,-0.001772837,7.83E-05,0.000656206,-0.000746033,-0.000118384,-0.001196737,-0.000188668
PARVG,-0.000632888,-0.000593181,0.000182576,-0.000549433,-0.000148689,-0.000457352,-0.000231113,0.000463549,0.001314789,-0.000281626,0.001391522,-8.34E-05,-0.000189901
TRIM7,-0.00019831,0.000974547,-0.000721391,-0.0004093,0.001834726,-0.000758608,-0.000233,-4.11E-05,-0.000184011,-5.97E-05,0.000933015,-0.001673429,-0.000191161
PNCK,-0.000416216,-0.000170754,-0.000153126,-0.000189314,-0.000167142,-0.000193905,-0.000232002,-0.000222257,-0.000153262,-0.000131462,-0.000239775,-0.00026429,-0.00019161
FBLN2,-0.000363304,-0.000508326,-0.000527261,-0.000479265,8.42E-05,-0.000125568,-6.92E-05,-6.01E-05,-0.000269416,-0.000224746,-9.56E-05,-0.00015955,-0.000192148
MYH1,-0.000539099,-0.000215474,-0.000254293,0.000201679,0.000591596,0.000115546,0.000172405,-0.000277261,-0.000169049,8.95E-05,-0.000418361,-0.000238448,-0.000192262
SYNE2,9.46E-05,-0.000244896,-0.000377923,2.10E-05,-0.000139979,-0.000377049,-0.000273315,0.000190011,-7.93E-05,-0.000259869,-0.000358905,0.00025417,-0.000192438
LONRF2,-0.000286097,-0.000190872,-0.000230502,-0.000103398,-0.000188,-0.000195844,-0.000203672,-0.000122001,-0.000231321,-0.000138672,-0.000278251,-8.86E-05,-0.000193358
GPR50,0.000308315,0.000155545,-0.000450168,-0.000214272,-0.000574508,0.000579974,-0.000355374,0.00016844,-0.000366311,3.64E-05,-0.000172046,-0.000328879,-0.000193159
SBSPON,-0.00068139,-0.000794422,-0.000809397,-0.001154372,0.001080595,0.002116951,0.000887677,0.000199577,0.000625941,-0.000757712,0.002109611,-0.000584642,-0.000192533
LMF1,-0.008832811,0.005214201,0.000310037,0.001037469,-0.000375903,-0.001800947,-0.001738797,0.002386574,-1.16E-05,0.005505913,-0.007859644,-0.005710338,-0.000193752
DUSP4,-0.000250827,0.000408393,0.000446478,0.000420807,-0.000321157,-0.000139769,-0.000462318,-0.000419327,0.000193516,0.000111483,-0.000555723,-0.000251671,-0.000195298
FGF14,-0.000285776,-7.90E-05,-0.000396802,-0.000279237,-6.41E-05,-0.000110322,-0.000257037,-0.000296369,-5.06E-05,-0.000137292,-7.37E-05,-0.000317985,-0.000197165
PDE9A,-0.000885351,-0.000800435,-0.000903937,-0.000681501,0.000276828,0.000576732,0.000482186,0.000222847,-0.001083861,-0.000280377,-0.000114271,0.000572088,-0.000197324
GPR85,-0.000484597,-0.000484287,-0.000370766,-0.000383734,-1.09E-05,-0.000119117,-0.000202363,-0.000113348,-0.000192855,-0.000425578,-5.99E-05,9.05E-05,-0.000197609
METTL24,-0.000697323,7.07E-05,-0.000761541,-0.000733666,0.001006799,0.001139061,-5.75E-05,-0.000439888,9.72E-05,-0.000418581,0.000667952,-0.000338202,-0.000197851
NOS3,-0.001773031,-0.000571905,-0.002408722,-0.000284512,-4.43E-05,0.000387959,0.000156499,-0.000711857,-0.000115832,-0.000915256,0.000987464,0.000429056,-0.000200172
SCG3,-0.000593937,-0.000161406,5.46E-05,-8.84E-05,-0.000261953,-0.00040545,-0.000242981,-0.000241453,5.04E-05,-0.000581418,8.38E-05,8.91E-05,-0.00020143
PIGR,-0.000502967,-0.00078061,-0.00022212,0.000460061,-0.000873965,-0.000179344,-0.000451753,0.000192028,-9.84E-05,9.30E-05,-0.000125075,-0.001141743,-0.000200732
CRH,-0.000120967,-0.000241192,-6.55E-05,-0.00015517,-0.00038269,-0.000424538,-0.000496602,-0.000137625,-0.000160399,-0.000248456,-0.000340577,-8.24E-05,-0.000200796
PSD,-0.000463457,-0.000964463,-0.000477883,-0.000505931,-0.000122068,-1.91E-05,-8.69E-05,-1.58E-05,-0.000161584,-0.000452831,-0.00024383,0.000100769,-0.000202707
SOHLH1,4.50E-05,0.000168806,-0.000610592,-0.000272576,-0.000814074,-0.00014475,-0.000547004,-0.000113228,-0.000265776,0.000839132,-0.00026591,1.19E-05,-0.000205263
SFRP5,3.84E-05,-0.000291156,-0.000505686,-0.000125973,-0.000446823,-0.000406743,3.17E-05,4.78E-05,-0.000300607,0.000434346,-0.000286807,0.000173709,-0.00020639
RGS9,9.06E-05,-0.000736217,-0.000174751,-0.000603802,-0.001031231,-0.000188428,-0.000513951,0.000209204,0.000161712,-0.000719232,0.000259889,-0.000230537,-0.000209483
AARD,-0.000251082,0.000157693,0.000274682,0.000223752,-0.000184703,-0.000233979,-0.00036633,-0.0003141,-1.85E-06,0.000134456,-0.000268458,-0.00034067,-0.000209341
ADCY2,-0.000753656,0.000208178,0.000231936,0.000699697,5.06E-05,-0.000371072,-0.000940951,-0.000329394,-8.77E-05,0.00020381,-0.000677113,-0.000983227,-0.000208547
OLFML2B,-0.000193855,-0.0004138,-0.000430436,-0.000227972,-4.26E-05,-4.96E-05,-7.69E-05,-0.000180006,-0.000376425,-9.90E-05,-0.000308656,-0.000407005,-0.000210914
TNFRSF11A,0.000487039,0.000369143,-5.47E-05,-0.000373421,-0.003109596,0.002408075,-0.000872208,-0.001637871,-0.001235788,0.002213806,0.000128711,-0.000956994,-0.000214061
PRKCG,-0.000626674,0.001724062,0.009354164,0.0043206,-0.005411698,0.001152596,-0.003600186,0.000193822,-0.000752903,0.011292407,-0.011467184,-0.009184095,-0.000216426
RUNDC3A,-0.000260079,-0.000159663,-0.000199322,-0.000217517,-0.000210144,-0.000201284,-0.000259784,-0.000240466,-0.000214173,-0.00011046,-0.000395296,-0.000231045,-0.000215845
FAM89A,-0.000223764,-0.000973442,-0.00052673,-0.000646975,-0.000216655,-0.000113307,-5.83E-05,-0.000118937,-0.000644587,-0.000535733,-6.03E-05,-0.000128535,-0.00022021
TCL1B4,-7.73E-05,-0.001785322,-0.000291443,0.000108027,-0.000151006,-0.00052475,0.00131806,-0.000664346,0.001488937,-0.00123596,-0.000114163,-0.000922183,-0.000221225
EPN2,-0.000645105,-0.000281487,-0.000405991,-0.000340743,0.000194921,5.93E-05,5.76E-05,0.000367157,-0.000341183,-0.00030299,-0.000164532,0.000207132,-0.00022301
RAB3B,-0.000183188,-0.000207101,-0.000203152,-0.000203288,-0.000240265,-0.000352532,-0.00026619,-0.000311977,-9.12E-05,-0.00024887,-0.000134617,-0.000283154,-0.000223683
CHIT1,-0.000202054,-0.000547463,0.000616477,-0.000741011,-0.000265942,5.56E-05,0.000445148,-0.00024495,-0.000715297,0.000306642,-0.000826533,2.72E-05,-0.000223502
CHST15,-0.000244073,-8.19E-05,-0.000372123,-2.65E-05,-0.000339499,-0.000339109,-0.000378776,-0.000205379,-0.000126987,5.57E-05,-0.000366257,-0.0001019,-0.000224726
IL2RB,1.08E-05,-0.001407406,-0.000564367,0.000504879,-0.001383866,-0.000462195,0.001145468,0.000785295,0.002991282,0.002245401,-0.001160961,-0.002159249,-0.000225698
ASTN1,-0.002224365,0.000165421,0.000179046,0.000565329,-0.00062588,-0.000521378,-0.000630044,0.000990589,-0.000148302,-0.000981135,-0.000302736,0.000742062,-0.000225519
BRSK2,-0.000525729,-0.000242406,-0.000220971,-0.000181174,-0.000225642,-0.000192101,-0.000317684,-0.000169333,-0.000289887,-0.000140506,-0.000365334,-0.000229113,-0.000227378
GSC2,0.000265191,-0.001699784,-0.000205206,-0.000251674,-0.001846368,-0.000311173,0.000904712,4.26E-05,-0.002225212,5.19E-05,0.001654542,-0.002724821,-0.00022844
REC114,0.000134547,-0.000733202,-0.000467307,0.000163299,-0.000417351,-0.000961059,-1.78E-05,-0.00036443,0.000471382,-9.27E-05,6.10E-05,-0.000367303,-0.000228565
MLC1,-3.52E-05,-0.001021208,0.000918438,0.001284486,0.001576098,0.000136839,-0.000360267,-0.000660963,-9.83E-05,-0.000485147,-0.000968046,-0.002254303,-0.000229284
LTF,-0.001022321,-0.00460764,-0.000310628,-0.000148086,-0.000831556,0.003566262,-0.001387107,0.002790394,0.000703493,0.000640187,0.001822439,-0.010810857,-0.000229357
KLK10,-0.001327008,0.004277552,-0.002493982,-0.001070031,0.00291179,0.004938403,0.006656528,0.001493347,-0.003491437,0.000612063,-0.00466284,-0.005178639,-0.000228984
IFNA9,1.18E-05,0.000512716,-0.00113081,-0.000945551,-0.001489334,0.000953309,-0.000401636,-0.000328035,-0.00013874,-1.91E-05,-0.002020288,0.000981488,-0.000233388
ERICH2,0.000518526,-0.00012222,-0.000399188,-0.00085617,-0.000678182,-0.000391818,0.000170907,-0.000499266,-0.000196873,0.000786795,0.000105388,-0.000270328,-0.000233601
CYP2E1,0.000270663,-0.000613084,-0.000224887,0.000457124,-0.00086672,0.000336326,-0.00021318,-0.000165555,-0.000533321,-0.000494868,-0.00024947,-0.000247337,-0.000236112
SOBP,-0.002252164,-0.001380625,-0.000113488,-0.000166078,-0.000736848,-0.000305507,-0.00084856,0.000533297,5.59E-05,-0.001308983,-7.46E-05,0.000337976,-0.000235793
PDE4A,0.004392798,-0.000617201,-0.029425846,-0.035907287,0.030905562,0.000139598,0.009132231,0.005551813,-0.006322687,0.0226695,-0.004216378,-0.001215494,-0.000238802
ARHGAP9,-0.00066032,-0.001426792,-0.000265275,0.000575908,-0.000338088,-0.000214942,8.21E-05,0.001143271,-0.000168163,0.000991036,-0.000445396,-0.00034364,-0.000240109
AGXT,0.000741185,0.000472553,0.003998019,-0.000291109,-0.000411959,0.00203262,-0.001654399,-0.004297901,-0.00019698,-0.00116039,-0.002380829,0.000926931,-0.000244045
TRPC5,-0.000295172,-0.000555198,-0.000343509,-0.000108494,-0.000162472,-0.000245849,-0.000494338,4.93E-05,-0.000241614,-0.000407831,0.000204712,0.000302435,-0.000243732
WASF3,-0.000605099,-0.000219261,0.000363736,-0.000268255,-0.000715298,0.000216863,-0.000353098,-0.000720742,9.66E-05,-0.00019528,1.46E-06,-0.001169708,-0.000243758
WFDC12,-0.000274161,-0.000613363,0.00011608,-0.000116905,-0.000253452,0.000205883,0.000471218,-0.000663075,-0.000234924,-0.000327001,0.001038335,-0.00064446,-0.000244188
MYH7,0.00010042,0.001340798,-0.000901335,-0.00073071,0.000303799,-0.003265809,-0.000592221,-0.002526154,0.001984113,-0.001903291,0.000764079,0.000569582,-0.000245901
MEGF9,-5.76E-05,8.18E-05,0.000104634,8.23E-05,-0.000292229,-0.000571319,-0.000620964,-0.000532031,-0.000201921,-0.000159278,-0.000471594,-0.000487946,-0.000247075
PDE4DIP,-0.000260273,-0.000201703,-0.000381053,-0.000236474,-0.000172019,-0.000277245,-0.000348297,-0.000119098,-0.000374922,-0.000166768,-0.000290895,-0.00019374,-0.000248374
SPATS1,-0.000326911,-0.000349363,-0.000354094,-0.000114579,-0.000165291,-0.000169492,-0.00044675,-0.000375066,-0.000113183,-0.000509029,6.16E-05,-2.88E-05,-0.000248202
HRH2,0.000388041,-0.000326055,-0.000174706,2.36E-05,-0.00048357,-0.000427573,0.000322136,-0.000116065,-0.001064606,0.000678755,-0.000447736,-0.000576862,-0.000250381
SIGLECH,0.000194022,1.24E-05,0.000235239,-0.000322799,-0.000331948,-0.000569611,-9.71E-05,-0.000345291,-0.000380971,0.0002234,-0.000178399,-0.000376022,-0.000250599
AGXT2,-0.000167249,-0.000628567,-0.000147489,0.000284345,-0.000559452,-0.000332954,-0.000287806,9.49E-05,0.000548578,-0.000221003,-0.00043519,-0.000283413,-0.000252208
PEX10,-8.22E-05,-0.002775385,7.12E-05,-0.000825099,0.00167696,-0.000739669,0.00032401,-0.000433841,-0.001515094,-0.001075703,0.002335151,0.000138483,-0.000258021
DYNC1I1,-0.000362174,-0.000158271,6.00E-06,-0.000169383,-0.000280383,-0.000242468,-0.000282727,-0.000186716,-0.000334281,-0.000228887,-0.000378359,-0.000276927,-0.000259698
FJX1,-0.008724011,0.011337409,-0.004315487,0.001867208,0.003543396,0.002784102,-0.00250396,-0.002624751,0.006373231,0.004126259,-0.003497318,-0.002387131,-0.000259962
PIPOX,-0.001537097,-0.001281796,0.002015208,-0.000154768,-0.001789134,0.000625489,0.000826346,-0.001954742,-0.000368304,0.000947856,0.002369819,-0.001287344,-0.000261536
LRRC10B,-0.000103564,-0.000328746,-0.0003437,-0.000195607,-0.000473954,-0.000148055,-0.000354029,-0.000192011,-0.00048727,-0.000158846,-0.000134893,-0.000589134,-0.000262177
CHGB,-0.00071814,-0.000394263,-0.000107364,-0.0002715,-0.000242388,-0.000260115,-0.000260871,-0.000359377,-0.00039441,-0.000357628,-0.000232777,-0.000196246,-0.000266186
PRKCA,0.000849207,0.000254592,0.000526174,0.000168764,-0.000521558,-0.000720242,-0.000774346,-0.000173713,-0.001309363,-0.000264344,-0.000272879,-0.000390643,-0.000268612
MAPK11,-0.000280609,-0.000269126,-0.000337035,-0.000314078,-0.000260764,-0.000270746,-0.000155324,-0.000133759,-0.000272225,-4.40E-05,-0.000457137,-1.99E-05,-0.000269936
LOXL4,0.000178917,-0.000184539,-0.000289896,-0.000329685,-0.000387038,-0.000251573,-0.000232269,-0.000308789,-6.85E-05,8.21E-05,-0.000437933,-0.000635224,-0.000270735
SCAPER,-0.000393605,-0.000185258,-0.000178823,-0.000289729,-0.000263423,-0.000302824,-0.00041474,-0.000277915,-6.08E-05,-0.000389875,-4.69E-05,-2.13E-05,-0.000270669
BPIFB3,0.0013745,0.000359015,-0.000274663,0.000976098,-0.00027526,0.00086543,8.21E-05,-0.001425719,-0.000968143,-0.000488122,-0.002448266,-0.000349603,-0.000274962
TESCL,-0.000113424,-0.000169834,-3.60E-05,-0.000381213,-0.000458729,-0.000416926,-4.34E-05,-0.000425856,-0.000437113,0.000230386,-0.000468375,-4.43E-05,-0.000275524
KLK1B27,0.001786457,-0.00748803,0.003693381,0.000453917,-0.000971663,-0.001632217,0.000414133,-0.001416928,-0.005444089,0.002375052,0.002972314,-0.009712423,-0.000278765
REPS2,-0.000417477,-0.000161548,-0.00043836,-0.000279306,-0.000243424,-0.000217261,-0.000379314,-0.00043831,-5.36E-05,-0.000268696,-0.000277965,-0.000317322,-0.000278636
HOXD4,-0.010389998,0.006362768,0.005306373,0.002794408,-0.001892554,-0.003704655,-0.003413348,-0.003458672,0.003474815,-0.008619517,0.001329562,0.003337857,-0.000281496
AIF1L,-0.000171132,0.001786072,-0.000907621,0.001910416,-0.001108214,-0.000153845,-0.000390648,0.000940197,-0.00050162,0.002262572,-0.000665128,-0.000734711,-0.00028089
TCL1,-0.001520356,-0.000989643,0.003108835,0.000980244,-0.000179347,0.003410552,0.000146537,-0.000991211,-0.000766905,0.002922418,-0.000387485,-0.003726534,-0.000283416
CLEC2L,-0.000338151,-0.000293418,-0.000158256,-0.00019733,-0.000486349,-9.88E-05,-0.000272343,-0.000356172,-0.000370567,-0.000107869,-6.39E-06,-0.000637848,-0.000282881
RIMBP2,-0.000412536,-0.000326514,-0.000450292,-0.00014672,-0.000256466,-0.000297055,-0.000346751,-0.00013357,-0.000493565,-0.000269171,-0.000264073,-0.000227512,-0.000283113
TFCP2L1,-0.000533671,-6.78E-05,-0.000382559,-0.000126641,-0.000442481,-0.000275103,-0.000493596,-0.000292156,-2.16E-05,-0.000230912,-0.000299849,-0.000212681,-0.00028363
NPPA,-0.000194912,-0.000254967,-0.000484704,-0.000354207,-0.001104779,-0.001120289,0.000618058,0.000353824,-4.01E-05,0.000558831,-0.000428761,-0.000314846,-0.000284907
IL25,5.49E-05,-0.000542752,-0.00026815,2.38E-05,-0.000582966,6.72E-06,-0.000462159,-0.000303942,-0.000340346,-0.000191787,0.001196244,-0.000620564,-0.000286046
ANKRD29,-0.000941153,-0.000568803,-0.000884827,-0.000275111,-0.00020344,-0.000296789,-0.000566709,-7.79E-05,-0.000192551,-0.000689971,3.64E-05,5.24E-05,-0.00028595
SARDH,-0.002087502,0.001904845,0.00059188,0.003161623,-0.000594904,-0.000801816,2.14E-05,-0.00293008,0.003215394,-0.003321602,0.000682199,-0.002350179,-0.000286752
BPIFB2,0.000866688,-0.000677593,9.61E-05,0.001583594,0.000745634,-0.000166831,-0.000559924,-0.000410687,-0.001483465,0.000253631,-0.001126881,-0.001163082,-0.000288759
MAGI2,0.000379654,-0.000372352,0.000276297,-0.000588502,-0.000873357,-0.000999649,-2.06E-05,-0.000205565,-0.000677256,0.000146791,-0.000774162,0.000415152,-0.000288959
HES3,-0.000356771,0.001014816,0.000111088,-0.002050447,-0.000795639,0.002358106,0.000185507,-0.00185322,-0.001396076,0.001078367,-0.000223056,-0.001163202,-0.000289914
CAPN6,-0.000638337,0.000614623,0.000632514,0.000229544,-0.000735066,-0.000784101,-0.000443993,-0.000363657,-0.000221075,0.000113763,-0.00120474,-4.62E-05,-0.000292366
MYH14,-0.000279193,-0.000266229,-0.000601165,-2.30E-05,-0.000362439,-0.000406832,-0.000304998,-0.000112812,-0.000342642,-0.000157216,-0.000404914,4.82E-05,-0.000292096
STARD8,-0.000303143,-0.001496215,0.000159682,-0.000149111,-0.00023237,-0.000271056,0.00019394,-0.000365786,-0.001400211,-0.000282143,-0.000599655,-0.00106747,-0.000292643
CDHR1,-0.000230015,-0.000251149,-0.000283963,-0.000233427,-0.000303643,-0.000307655,-0.000371305,-0.000260795,-0.000318103,-0.000128222,-0.000348505,-0.000526605,-0.000293803
HES5,0.002771813,0.002854745,0.000109486,-0.000701927,-0.002210323,-0.001935342,-0.000837505,-0.005192787,0.002694483,0.001424757,0.004107142,-0.000990408,-0.000296221
RPS6KA2,-0.000510797,-0.000211409,0.000326406,0.000189434,-0.000239933,-0.000353497,-0.000468132,-0.000750734,7.45E-05,-0.00017329,-0.00071876,-0.000740614,-0.000296715
NGEF,0.001577347,-0.002345524,0.001370783,-0.002025761,0.000275935,0.002432233,-0.000337475,-0.00120664,0.001535771,-0.000256339,-0.006477878,-0.004117799,-0.000296907
MAPT,-0.000495688,-0.000491092,-0.0004944,-0.000356471,-0.000154832,-0.000267737,-0.00013504,-0.000108495,-0.00043384,-0.00019199,-0.000327975,-0.0001995,-0.000297856
SOX1,0.004925948,-0.002410276,0.007661242,-0.007557375,0.001159798,-0.00989807,-0.001762894,0.00981024,-0.035591933,-0.003461954,0.005024102,0.009279517,-0.000301548
SHISA2,-0.000307395,0.000157675,0.000433983,0.000304796,-0.000300671,-0.000310968,-0.000515177,-0.000353873,-4.51E-05,1.22E-05,-0.000533635,-0.000387544,-0.000304033
