GENE,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7
NKX3-2,0.9999987203902962,1.2796090069278922e-06,0.0,0.0,0.0,6.958624804728574e-13,9.249379479376676e-24
BAHCC1,0.0006793332667728126,0.998404549607308,0.0,0.0,0.0,2.6624586843085737e-05,0.0008894925390771093
KCNJ5,0.043395535566225156,0.0007010772124992522,0.0,0.0,0.0,0.945556332995799,0.010347054225476287
QSOX2,1.5591400743485176e-05,0.9819100354798251,0.0,0.0,0.0,0.018054035650828124,2.0337468603253676e-05
WNT5A,0.001795600480057521,0.9812203952485182,0.0,0.0,0.0,0.01694318729137628,4.08169800492363e-05
WDFY4,0.0003506916870759065,0.15415428445177587,0.0,0.0,0.0,0.844106374698231,0.0013886491629184307
SKAP1,0.01597715074918449,2.2360824495235198e-07,0.0,0.0,0.0,6.838064762056e-05,0.9839542449949497
TMPRSS6,2.9523128994800995e-08,1.966401652461116e-10,0.0,0.0,0.0,0.9973283567260128,0.0026716135542180558
HOXC13,2.270215599165474e-153,0.0,1.0,0.0,0.0,3.96742305213372e-298,0.0
IFITM10,0.0015041717674414438,0.8220126140206301,0.0,0.0,0.0,0.16815955199128674,0.008323662220643327
GAD2,0.043624896746956,0.9551028097133062,0.0,0.0,0.0,0.001272245508163368,4.80315756508953e-08
GRM8,0.005572485271230833,0.9917420039999403,0.0,0.0,0.0,0.0007942575356162749,0.0018912531932129908
HCK,0.00016654165097109967,1.4441813147369403e-11,0.0,0.0,0.0,0.07560362447596455,0.9242298338586218
ASCL2,0.004218937232910959,0.01173620938823571,0.0,0.0,0.0,0.9828920014695243,0.001152851909329901
RASGRF1,0.44723258271994054,0.4057422207080234,0.0,0.0,0.0,0.1467734903010218,0.0002517062710124623
PCDHGA12,9.790575461145987e-15,5.937143195485432e-26,0.0,0.0,0.0,1.1433383751580769e-61,0.9999999999999929
IRX3,0.013676997703932292,0.03625431861418213,0.0,0.0,0.0,0.9496303108005512,0.00043837288133482356
MECOM,0.09752979026944375,0.5454407918029507,0.0,0.0,0.0,0.0029011025953770927,0.354128315332227
PLAGL1,0.000714004943258299,0.9705406396476404,0.0,0.0,0.0,0.018818425683001648,0.009926929726099544
TWIST2,0.0048615921255349415,0.9843577547636253,0.0,0.0,0.0,0.00698798319691707,0.0037926699139216135
RHCG,6.297990973806132e-06,1.3736835991997785e-26,0.0,0.0,0.0,0.964031726717562,0.035961975291465505
RIPK4,0.0005246253327772717,3.912197828660669e-06,0.0,0.0,0.0,0.9994682059040236,3.256565369038414e-06
PITX3,0.00957578023246221,0.037845530204687686,0.0,0.0,0.0,0.9520579365600954,0.0005207530027554595
VSX2,0.0051680274625422575,2.050366687169301e-06,0.0,0.0,0.0,0.9948295476775117,3.744932573479729e-07
SLC6A12,0.0017371825641637664,7.533260384762897e-07,0.0,0.0,0.0,0.9751450092295839,0.023117054880212432
BAMBI,0.000164798000861773,0.999495173487945,0.0,0.0,0.0,0.000151056479118048,0.00018897203207645215
HOXB8,2.317036010469463e-159,0.0,0.0,1.0,0.0,1.4969266093401874e-203,0.0
EDN3,0.005790532698531105,0.9787695560778713,0.0,0.0,0.0,0.012212902281825247,0.003227008941772564
ADRA2B,9.182340614959155e-06,0.0011771527169733653,0.0,0.0,0.0,0.9986080239991691,0.00020564094324295744
SOX8,0.0011248792384311727,2.036934172431708e-30,0.0,0.0,0.0,0.006546534501195159,0.9923285862603733
TEAD1,0.0005452151705468804,0.9988822809438429,0.0,0.0,0.0,2.3479377770989085e-15,0.0005725038856090048
CAMTA1,9.909226964697265e-06,0.9988708819614527,0.0,0.0,0.0,0.0011181393282075507,1.0694833766561385e-06
SLC1A2,0.0003641373211628249,0.9995916794085472,0.0,0.0,0.0,1.634083968335186e-05,2.784243060642668e-05
PKNOX2,0.033130150678470555,0.7695318889612335,0.0,0.0,0.0,1.607089210792481e-05,0.19732188946818968
SALL3,0.18437488405118924,0.6304369679592701,0.0,0.0,0.0,0.1850316991464415,0.00015644884309810338
FAM163B,2.2159411329632384e-07,1.2989563837116826e-06,0.0,0.0,0.0,0.9999955898962448,2.8895532598128478e-06
TSPAN9,5.840935421016513e-06,0.9993512457890914,0.0,0.0,0.0,0.0006427908620506494,1.2241343609505665e-07
HS3ST3B1,0.007847604445706802,0.9262185045239183,0.0,0.0,0.0,0.06338278525076889,0.002551105779604368
ALX1,0.12499010492171349,0.8684510830664168,0.0,0.0,0.0,0.00030778872958958187,0.006251023282279734
TBC1D21,0.0010757001121750368,0.07994570746542608,0.0,0.0,0.0,0.9011770204372638,0.01780157198513554
HYDIN,0.00013526364864365468,0.9929851514933413,0.0,0.0,0.0,0.006837643859011756,4.194099900335063e-05
DMRT2,0.949186718600354,0.050808141861644125,0.0,0.0,0.0,5.137795112420053e-06,1.7428888467185995e-09
CCDC8,0.006195195964605436,0.8808567411994113,0.0,0.0,0.0,0.11293424750688906,1.381532909310148e-05
DUOXA1,0.004216140061402254,5.034132651400077e-09,0.0,0.0,0.0,0.9938217263516193,0.0019621285528443706
EGR3,0.0006530954244793713,5.20220312307166e-07,0.0,0.0,0.0,0.9985086848669498,0.0008376994882569044
KCND3,0.01175448971782499,0.033651224343288016,0.0,0.0,0.0,0.952489148419987,0.002105137518898915
TAL1,0.9904839470378093,9.978803802469563e-05,0.0,0.0,0.0,0.009414906707151657,1.3582170150184064e-06
RORA,5.6046090010039595e-05,0.9972878829011917,0.0,0.0,0.0,0.0026482736432795304,7.797365519083876e-06
SLC30A2,0.0016423709670580003,3.490942566747679e-05,0.0,0.0,0.0,0.9761489237605068,0.022173795846766108
EDAR,4.120764137409178e-06,3.6878199169319187e-06,0.0,0.0,0.0,0.9996125664471004,0.0003796249688465494
PTCH1,7.766331327690594e-05,0.9999204725965165,0.0,0.0,0.0,1.6579439553233677e-06,2.061462522653288e-07
WNT9B,7.607176531850499e-05,0.0008456454571690793,0.0,0.0,0.0,0.9990505805544165,2.770222309442186e-05
ACOXL,0.0006164543072003071,5.20957986164981e-07,0.0,0.0,0.0,0.8346389119702228,0.16474411276459033
ILDR2,0.017044867083713475,0.8023814334557986,0.0,0.0,0.0,0.1735278612033017,0.007045838257188023
ATP8B3,7.715398260146671e-06,0.9989410969316984,0.0,0.0,0.0,0.0010495945369343473,1.5931331076091742e-06
HMX2,0.9996079199919345,0.0003795158601458667,0.0,0.0,0.0,1.2564147919355811e-05,9.958426564077889e-18
FAM83H,4.636632306615056e-06,0.982857208240826,0.0,0.0,0.0,0.01713568790536308,2.46722150300204e-06
HOXD13,7.728904841308869e-159,0.0,0.0,1.0,0.0,1.1264014460096595e-291,0.0
SLC18A3,0.8072272910056479,0.0835052812375984,0.0,0.0,0.0,0.10925929275773177,8.134999020950337e-06
CDH23,0.00026473973636344635,8.868698364758626e-06,0.0,0.0,0.0,0.9997083558892441,1.8035676026384702e-05
ZIC2,0.9999902762220432,2.0953063883486164e-21,0.0,0.0,0.0,9.723756502119823e-06,2.1454117551429486e-11
GDF10,0.0005312979499821328,0.09758112936051318,0.0,0.0,0.0,0.9017528698512202,0.0001347028382828522
CLDN6,3.735245841535347e-07,0.9919438487633504,0.0,0.0,0.0,0.008055558548284835,2.1916378174007523e-07
COL18A1,0.00014335367134289592,0.9740589226315376,0.0,0.0,0.0,0.02548736096513329,0.0003103627319871446
C1QC,8.84756613146284e-07,3.249452519703417e-15,0.0,0.0,0.0,0.08010161833809604,0.9198974969052881
TRABD2B,0.00013721157525615774,0.9984790407877087,0.0,0.0,0.0,0.0013695673635786092,1.4180273456833905e-05
LONRF3,0.006772031602586384,0.0012039581760693765,0.0,0.0,0.0,0.05181582453539779,0.9402081856859453
SCUBE3,0.15929739375807994,0.17613041645000388,0.0,0.0,0.0,0.6560547796643054,0.008517410127612304
IKZF1,0.0011484572467113903,0.9912254595389569,0.0,0.0,0.0,0.0005127985628661302,0.00711328465146457
EXTL1,1.2338927637691568e-06,0.9954402893067379,0.0,0.0,0.0,0.0045584375419962415,3.9258503199893434e-08
DUSP8,3.9332612457476636e-05,2.778049816404111e-06,0.0,0.0,0.0,0.9147809212106076,0.08517696812711718
PROX1,0.005100187131679311,0.9939787672164441,0.0,0.0,0.0,0.0009206595622093684,3.860896674130013e-07
MPZL2,0.0050867663603014705,4.658218421595695e-10,0.0,0.0,0.0,0.0011895917125717506,0.9937236414613035
HOXA3,1.3897288269565392e-166,0.0,0.0,0.0,1.0,7.210723980361022e-279,0.0
AMMECR1,2.0633554603222704e-06,5.460947574852707e-17,0.0,0.0,0.0,0.00023149895510304972,0.9997664376894378
SOX3,0.0318204231937621,1.024884760286052e-09,0.0,0.0,0.0,0.004472572498006953,0.9637070032833476
SLC6A3,0.011518579942417992,0.8794766647938075,0.0,0.0,0.0,0.10896835778030177,3.639748347443542e-05
PCDH19,1.688554084309845e-05,5.811766782827834e-25,0.0,0.0,0.0,3.658258410758374e-05,0.9999465318750479
FBRSL1,0.0020999482477355707,0.855944871773516,0.0,0.0,0.0,0.13586791667463202,0.0060872633041181975
ADARB2,0.006144535365319043,0.9922401564804988,0.0,0.0,0.0,0.0010161092440775432,0.0005991989101033496
RORC,1.2778989277476075e-06,0.00010605360677116644,0.0,0.0,0.0,0.9979828425543619,0.0019098259399410193
EFCC1,0.05521561052560637,0.06413902008271499,0.0,0.0,0.0,0.8383318219080244,0.04231354748365465
LRRC52,0.0008575821512889243,0.9727805984230361,0.0,0.0,0.0,0.0024196165880791725,0.023942202837595215
BCAR1,1.1514191621479575e-05,0.9999835051359133,0.0,0.0,0.0,4.950311487786037e-06,3.036097781495293e-08
NPPB,0.0008856335201363647,0.03753199353830249,0.0,0.0,0.0,0.9554271856914422,0.006155187250119024
BPIFA3,0.0005342836549661745,0.9785793490765716,0.0,0.0,0.0,0.018945341166417193,0.0019410261020464483
ADCY1,0.0012137579455409725,0.6566528971073654,0.0,0.0,0.0,0.339957642854105,0.0021757020929900335
PDLIM3,0.006598864831149029,0.991395566361162,0.0,0.0,0.0,0.0002933632719448047,0.0017122055357452542
LHX1,0.9801111593768904,0.001049593162506758,0.0,0.0,0.0,0.01883924745538592,5.2186053547167885e-12
TSPAN18,0.0001674110680548799,0.9408774408215744,0.0,0.0,0.0,0.05885568242684205,9.946568352926506e-05
FGD5,5.547064206327767e-06,1.6865130953132117e-11,0.0,0.0,0.0,0.2037165302860228,0.7962779226329049
CCND2,0.0024157264694194213,0.025879450955550953,0.0,0.0,0.0,0.9516461870734817,0.020058635501548395
OTOF,4.083804752021006e-07,2.914776792719101e-19,0.0,0.0,0.0,0.9981919367061649,0.0018076549133584168
ASS1,1.4496660544235376e-05,0.9999548349331089,0.0,0.0,0.0,2.3734878421769745e-05,6.933527925099355e-06
KDELR3,0.0007409399118678869,0.006025216989682741,0.0,0.0,0.0,0.9932275745708345,6.2685276156330226e-06
MYO5B,0.05065465547530052,0.7766942461360853,0.0,0.0,0.0,0.0073936920627895855,0.1652574063258257
SLIT3,0.00020567054789620792,0.9884149553646269,0.0,0.0,0.0,0.011354426918171314,2.494716930410868e-05
PCSK6,9.811058927073477e-05,0.9623946868632248,0.0,0.0,0.0,0.03747014709293102,3.705545457468087e-05
HOXA10,4.3177882520478666e-160,0.0,0.0,1.0,0.0,1.834205091615057e-295,0.0
BMP6,0.0005921089120199952,0.998135231700106,0.0,0.0,0.0,0.0008112400396724445,0.0004614193482027933
DLGAP4,0.0048159361246054985,0.845218482551603,0.0,0.0,0.0,0.1499586685141979,6.912809593476267e-06
CAPN13,2.5163575942821405e-05,0.9916641926261407,0.0,0.0,0.0,0.008253334012992667,5.7309784923602165e-05
TMC2,0.06911960688867602,2.828022316636176e-06,0.0,0.0,0.0,0.06375021249329879,0.8671273525957077
TRPC3,0.002142284825496945,0.9976519928089558,0.0,0.0,0.0,0.00014888551389612178,5.6836851652035335e-05
NFIC,0.22215702698301906,0.06486349357375026,0.0,0.0,0.0,0.013842797701500889,0.6991366817417315
SLC24A4,0.04603826704876129,0.05615778705385359,0.0,0.0,0.0,0.7965291605770295,0.10127478532035458
KCNN3,5.620567912408276e-05,0.9025874160719733,0.0,0.0,0.0,0.09732005422613682,3.6324022764898324e-05
UNC5B,6.306613542368774e-05,0.9927839140187744,0.0,0.0,0.0,0.007140691276398347,1.23285694044184e-05
ZEB2,0.0015681954635516433,4.628422029235286e-06,0.0,0.0,0.0,0.0003649039628983008,0.9980622721515222
ASTL,6.694278066667698e-06,0.001318667833047281,0.0,0.0,0.0,0.9960732725200595,0.002601365368827218
PBK,0.0007223750763490468,0.9990126345153203,0.0,0.0,0.0,0.00025358667113576695,1.1403737196182924e-05
CIB4,4.847658872565726e-05,3.1119371420469973e-06,0.0,0.0,0.0,0.9998834327605605,6.497871357254818e-05
ZIC3,4.689199828851286e-05,3.126059613004355e-22,0.0,0.0,0.0,0.0035954948323770938,0.9963576131693341
UBXN10,0.003370229423372844,1.5918246443216605e-05,0.0,0.0,0.0,0.9964589179306961,0.00015493439948666282
SOX9,0.014009875304404269,0.8520212631907885,0.0,0.0,0.0,0.13382119703232861,0.00014766447247946675
ASTN2,0.002270232375864847,0.9801268697825257,0.0,0.0,0.0,0.01716130118515811,0.0004415966564496094
CCM2L,1.5580584208420345e-05,4.615499089701126e-12,0.0,0.0,0.0,0.4130161289565313,0.5869682904546446
HOXD11,6.25839695335973e-182,0.0,0.0,1.0,0.0,7.313297601967e-312,0.0
FZD2,0.0001036563409854762,0.9971603654106354,0.0,0.0,0.0,0.0027315271272395545,4.451121140951266e-06
DOK1,0.012231685416877122,0.9046502643067446,0.0,0.0,0.0,0.08037006706703774,0.0027479832093421563
PCDHGC4,0.0002885178272797347,0.9996539215047191,0.0,0.0,0.0,5.184296138010152e-05,5.717706621676385e-06
USH1C,3.957622400538106e-08,5.707480138884415e-14,0.0,0.0,0.0,0.9999858292918575,1.413113186231729e-05
LAMC3,0.010769783932656835,0.0009705896241559561,0.0,0.0,0.0,0.3683768501628997,0.619882776280286
RYR3,0.0015372204232490727,0.9797625579275999,0.0,0.0,0.0,0.018385262934257837,0.0003149587148942689
KLHL29,0.0009876597760942502,0.9792485573760785,0.0,0.0,0.0,0.01973124937302492,3.253347480352539e-05
RING1,0.0001368487547198077,0.9955803972851166,0.0,0.0,0.0,0.004151565895392236,0.00013118806477094042
FAM83F,1.1574786184337015e-05,3.674037957264301e-06,0.0,0.0,0.0,0.9996633942393898,0.0003213569364700821
CACNA2D2,8.511253203058883e-08,1.3792091563565632e-16,0.0,0.0,0.0,0.9999999125952004,2.2922671323566097e-09
HOXA2,6.502063252620104e-129,0.0,0.0,0.0,1.0,1.3242088135291869e-222,0.0
PRRX2,1.086063248506133e-05,0.8776525401582578,0.0,0.0,0.0,0.12233626984535702,3.2936389921742085e-07
IDUA,3.300714612411784e-05,0.998405815452482,0.0,0.0,0.0,0.0015346818113688018,2.6495590023923738e-05
MLXIPL,2.1490286029775307e-05,0.9652865905713859,0.0,0.0,0.0,0.03469180288539049,1.1625719406021731e-07
CADM3,0.001631311444637732,0.9937340750897301,0.0,0.0,0.0,0.0005301947187852961,0.0041044187468466
NPHS1,0.0026015923556277484,3.3889512870330183e-06,0.0,0.0,0.0,0.9973941663789847,8.523141019990025e-07
TFAP2B,0.9999997628307679,1.0682782471087445e-09,0.0,0.0,0.0,2.1669850185893764e-07,1.9402450953744985e-08
COL9A1,0.003812127358592867,4.7832732472454056e-14,0.0,0.0,0.0,0.005240846533637694,0.9909470261077217
KRT7,3.3205548437203437e-06,0.9902652893055509,0.0,0.0,0.0,0.009731102573405752,2.875662010705299e-07
CELF2,2.2228629232597536e-05,0.999708713911639,0.0,0.0,0.0,8.022537008529833e-05,0.00018883208904365792
PPP1R1B,0.03840178643149753,3.211679564240497e-05,0.0,0.0,0.0,0.8813897319025908,0.08017636487026816
IGF1R,5.251218155720976e-05,0.9721653695345401,0.0,0.0,0.0,0.027602509153620308,0.00017960913028352147
ARHGEF12,0.000173760471904877,0.9998254412074915,0.0,0.0,0.0,2.6509837882870033e-08,7.718107656019448e-07
WWTR1,1.6210579078436233e-05,0.9982132054466791,0.0,0.0,0.0,0.0017694703857942598,1.1135884474680583e-06
RSRC1,0.9960167597830402,6.356197153053261e-06,0.0,0.0,0.0,0.0030870557291605917,0.0008898282906474348
MN1,0.0004129999114026061,0.9843608241671927,0.0,0.0,0.0,0.015100780683922704,0.00012539523748238585
SPTB,1.5008530149856704e-05,2.6885237536553674e-06,0.0,0.0,0.0,0.9866626241428,0.013319678803296429
BHLHE41,0.0025915637616473653,0.9628745327093775,0.0,0.0,0.0,0.00036305654439915456,0.034170846984575225
HOXD3,1.8078650677947667e-262,0.0,0.0,1.0,0.0,0.0,0.0
FGF5,0.011055003286475283,0.9882186508557016,0.0,0.0,0.0,0.0003103517614066232,0.00041599409641819124
MAF,2.1907082938878335e-05,0.9991124381012036,0.0,0.0,0.0,0.0008647161292889496,9.386865673902556e-07
MDFI,0.00017599784713258812,0.003994400183270947,0.0,0.0,0.0,0.995739878289186,8.972368041153824e-05
PTHLH,0.045065192118948764,0.9531351977126625,0.0,0.0,0.0,2.5834938611059332e-05,0.0017737752297760198
PTPRS,0.0011035636486774465,0.8829634119423864,0.0,0.0,0.0,0.11592026219537147,1.2762213565081961e-05
KALRN,5.3670386705953405e-05,0.9981593914890684,0.0,0.0,0.0,0.0017580198969253708,2.8918227301741116e-05
SOX11,0.024369282561476514,0.8380850856499805,0.0,0.0,0.0,0.08637233385366921,0.05117329793487348
ANKRD34B,0.0012614959806443065,0.9940900032304175,0.0,0.0,0.0,0.004297458487147628,0.0003510423017902155
TSPAN11,0.0005716034659763121,0.9581954303405488,0.0,0.0,0.0,0.04070950069302834,0.0005234655004478096
SLC12A7,5.3417222693562044e-08,2.1929380895229807e-09,0.0,0.0,0.0,0.9938905531548551,0.006109391234983527
SCNN1G,0.01672583445048887,0.012400202670267538,0.0,0.0,0.0,0.9708327472266798,4.121565256415856e-05
PTK2,1.0899666093376523e-05,0.9999116850434686,0.0,0.0,0.0,2.5378149980308187e-08,7.738991228912087e-05
BCL9,0.00020144611909451822,0.9984891523545194,0.0,0.0,0.0,0.0010893682421677434,0.00022003328421863993
PLXNA2,8.958405529986035e-05,0.995641904051362,0.0,0.0,0.0,0.004214427078858153,5.408481448038976e-05
LEMD1,7.341325477235494e-07,9.698781710942517e-13,0.0,0.0,0.0,0.9999654824117119,3.378345476962333e-05
SIDT1,0.00866031066409483,0.9448568774115127,0.0,0.0,0.0,0.025029230605874947,0.021453581318516282
ETS1,0.0004747270723791304,0.989398396100019,0.0,0.0,0.0,0.009325611880709185,0.0008012649468930066
DACT3,0.0012432614576126982,0.9774492917653115,0.0,0.0,0.0,0.021268091150563904,3.9355626510913676e-05
SCARF2,0.012210777266776086,0.8176348901459057,0.0,0.0,0.0,0.16994830714040718,0.00020602544690939912
SATB1,0.00011645109043599759,0.988873002965651,0.0,0.0,0.0,0.010003643821705776,0.0010069021222079686
HIST3H2A,0.04326697046757492,0.6260179466555121,0.0,0.0,0.0,0.3262046835273011,0.004510399349613547
HTR3A,6.269609580486824e-06,1.7725539764649548e-07,0.0,0.0,0.0,0.9993004435302055,0.0006931096048172652
OTUD7B,0.0002999979061714311,0.9995966951742946,0.0,0.0,0.0,0.00010279291392932053,5.140056054713231e-07
GLRA1,0.0025234716763467137,0.980592789946592,0.0,0.0,0.0,0.014701312206835876,0.0021824261702260168
ALDH1L1,5.8303552371668595e-05,0.9881461856929485,0.0,0.0,0.0,0.011777021877939218,1.8488876739380636e-05
CACNG8,0.01560838147172905,0.0023711744597051257,0.0,0.0,0.0,0.9394473639893809,0.04257308007918547
CRISPLD2,0.00035634052715010175,0.7536690405148162,0.0,0.0,0.0,0.24595030333717477,2.4315620860435647e-05
NFATC1,0.00031777153019047123,0.859050220587052,0.0,0.0,0.0,0.1396442626431118,0.0009877452396452558
GFRA2,0.00036622618635706204,0.057768703466811434,0.0,0.0,0.0,0.9416649347828022,0.00020013556402917
GLI3,0.0008400878213803829,0.998839091470702,0.0,0.0,0.0,0.00028120548146815894,3.9615226450476256e-05
FBRS,0.0006857902944633756,0.9964944355205063,0.0,0.0,0.0,0.0022720078853460265,0.0005477662996851545
CDK18,2.353123901890004e-09,3.325513962478185e-17,0.0,0.0,0.0,0.9999972095928088,2.7880540681684616e-06
ADAMTS8,0.00015297155498341947,0.9536362982101064,0.0,0.0,0.0,0.04620700100122916,3.729233681328085e-06
HS6ST2,1.3106863911940078e-05,2.421210660369127e-13,0.0,0.0,0.0,0.0015295513763466245,0.9984573417594991
MSI1,0.00011604655716434177,0.999282108489371,0.0,0.0,0.0,0.0005814435638482212,2.0401389617593705e-05
TCERG1L,0.00023019746568944243,0.9832178219700003,0.0,0.0,0.0,0.01637967526930296,0.00017230529500847616
HRK,0.00260352749975919,0.952380463704225,0.0,0.0,0.0,0.04483741163089341,0.00017859716512174918
OCA2,0.001582491068697432,0.9912308558008864,0.0,0.0,0.0,0.007142135508482936,4.451762193360178e-05
GPR101,0.07043106140087618,0.001385051607473545,0.0,0.0,0.0,0.04128728186626275,0.8868966051253873
SLC30A4,0.0001625215323231787,0.9969837888078454,0.0,0.0,0.0,0.002753603946141684,0.00010008571368915275
CRYBA2,0.9999986234899888,3.288731402760577e-22,0.0,0.0,0.0,1.376510010001598e-06,2.1072613963764957e-22
ZBTB16,0.04904103666014211,0.016698583380773357,0.0,0.0,0.0,0.9342373923532337,2.2987605851566288e-05
NUAK1,2.3397260044310785e-05,0.9999358741686581,0.0,0.0,0.0,3.987210785035338e-05,8.564634461232244e-07
UMODL1,2.274128847423127e-05,0.9932351981113686,0.0,0.0,0.0,0.006687028113696014,5.5032486460918745e-05
ADRA1B,5.743120919702539e-05,0.9997901233245167,0.0,0.0,0.0,4.911179796787433e-05,0.00010333366831948914
CDH13,0.000604313481525659,0.9169038993964969,0.0,0.0,0.0,0.08237357453381634,0.00011821258816173576
ECE2,1.3461151550404101e-05,0.999266937603518,0.0,0.0,0.0,0.000718841246650749,7.599982809753942e-07
KRT82,2.572191156548022e-05,7.661628587912322e-10,0.0,0.0,0.0,0.9999742407130394,3.660923272943475e-08
CPXM1,0.100626865445547,0.026989399132838772,0.0,0.0,0.0,0.6871242985295559,0.18525943689205965
ATP2B3,8.879887011521112e-32,2.3875424915352768e-116,0.0,0.0,0.0,7.613375538307775e-20,1.0
DPF3,9.475314368054837e-05,0.9988710376582385,0.0,0.0,0.0,0.0009890654477963188,4.514375028631214e-05
TMEM171,0.0006070952334429158,0.9953637317751002,0.0,0.0,0.0,6.28545896491978e-12,0.00402917298517112
MGAT5B,0.0012789560204177596,0.07350666281308053,0.0,0.0,0.0,0.9236236844100115,0.0015906967564890166
GPR26,0.0017735134936050338,0.9014151381758342,0.0,0.0,0.0,0.09422667291201187,0.002584675418550229
IFNLR1,0.0002934380483263158,0.32550801803741874,0.0,0.0,0.0,0.6726091294028201,0.0015894145114355338
ZNRF3,1.2926273450787094e-05,0.9992118610652487,0.0,0.0,0.0,0.0007748331251434253,3.7953615870360857e-07
DYSF,1.702660307923761e-05,0.9975396559725662,0.0,0.0,0.0,0.0024239696620722423,1.934776228374114e-05
CDKN2C,0.003069092006661066,0.9726988339265753,0.0,0.0,0.0,0.012572312235263271,0.011659761831498862
ST14,0.0001949087045348589,0.9646828005555417,0.0,0.0,0.0,0.035102035149025455,2.0255590899814954e-05
COL1A1,0.000400644591234444,0.9714274482979979,0.0,0.0,0.0,0.028057089025001255,0.0001148180857674616
LMNA,9.640160429809246e-06,0.9998424722836495,0.0,0.0,0.0,0.00014771155638946816,1.7599952942826735e-07
HOXB3,2.9144067251166167e-253,0.0,0.0,1.0,0.0,3.95182180146e-285,0.0
HSPA12A,9.897133838972702e-05,0.9996992601750537,0.0,0.0,0.0,4.740337645599545e-08,0.00020172108318033515
PIWIL1,0.00596833157254921,0.8200892985557747,0.0,0.0,0.0,0.17099166103705485,0.002950708834622089
POU4F1,0.9999658429405359,3.408375875256509e-05,0.0,0.0,0.0,7.330069534350423e-08,1.6154698746150523e-14
ANP32B,0.0034908807511277065,0.9845889147592308,0.0,0.0,0.0,0.004527603645883094,0.007392600843759429
B3GAT1,0.02492136984641734,0.008061029123059357,0.0,0.0,0.0,0.966001739176772,0.0010158618537515918
IGFBP5,4.94709455050694e-05,0.9997901326356138,0.0,0.0,0.0,0.00015905486671859392,1.3415521613046788e-06
GLIS1,0.07825593561332067,0.18926999333276567,0.0,0.0,0.0,0.4394203360592005,0.293053734994713
LIN28B,0.06856701145909032,0.007109251740202987,0.0,0.0,0.0,0.0007510684297095557,0.923572668370998
PDIA6,1.0591768046815814e-05,0.9948334958199943,0.0,0.0,0.0,0.005154010195385716,1.902216573934695e-06
CACNA1B,0.0055921019975010006,0.14679029780591882,0.0,0.0,0.0,0.8474680791036326,0.00014952109294702232
FNDC1,0.004807933152782696,0.963319925332942,0.0,0.0,0.0,0.031553629992506195,0.00031851152176930875
HTRA1,0.00019280491840773566,0.9992070310073429,0.0,0.0,0.0,0.0005932852865554321,6.8787876945292064e-06
SP6,0.056756394373785615,0.0036055321216240284,0.0,0.0,0.0,0.939633725409681,4.348094910966121e-06
MTUS2,0.00012644337514984924,0.996244381535605,0.0,0.0,0.0,0.00362429789154743,4.877197698410837e-06
MBNL2,0.001993097071724551,0.9916526645571725,0.0,0.0,0.0,0.0038109241281947368,0.002543314242907551
KIF26B,0.00013696727681360399,0.9891580007107781,0.0,0.0,0.0,0.010558784145708258,0.00014624786669886568
TSHZ2,0.0003256387944097145,0.9626108215402356,0.0,0.0,0.0,0.03703891089094237,2.4628774410927574e-05
SCRT1,0.08929461990675984,0.3612704745680081,0.0,0.0,0.0,0.5489022058646641,0.0005326996605688614
LIMS2,2.6437343474485806e-05,0.9624162905106219,0.0,0.0,0.0,0.0375300291682464,2.7242977658304476e-05
RGS6,6.026753280343035e-05,0.9984597004573155,0.0,0.0,0.0,0.0009476330928093103,0.0005323989170707154
P2RX2,0.017648097925355603,0.0010537389272610449,0.0,0.0,0.0,0.980730350978297,0.0005678121690857625
COLEC12,0.00011211217360055273,0.9968030408693381,0.0,0.0,0.0,0.0028815381942342124,0.0002033087628277506
