GENE,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
CXCL12,0.0,0.07994961448958077,6.22180307400971e-93,2.2232946062186412e-38,0.015458438698884226,0.9045919468115343,0.0,0.0
MPZL3,0.0,2.6777612730125307e-24,2.4916231318194392e-56,8.424960692677355e-125,0.9999999246250113,7.53749898665286e-08,0.0,0.0
TSLP,0.0,0.7863295419024006,6.3044487880800514e-83,1.0709084440089851e-65,0.04453758670878792,0.16913287138881236,0.0,0.0
GAS2L2,0.0,0.2434250329733979,9.121225729778698e-87,5.691256538305333e-41,0.0006690357105559099,0.7559059313160479,0.0,0.0
ALS2CL,0.0,0.4211163998443939,1.0390646729847125e-91,1.1475819085239478e-18,0.002510951216310309,0.576372648939295,0.0,1.4874970822972204e-239
DSCAM,0.0,0.06844582515867456,1.0155962350352482e-89,1.6285560633140825e-45,0.002083692009377734,0.9294704828319462,0.0,0.0
SAXO1,0.0,0.012404818501943317,5.145501103628674e-107,0.9875641980069867,2.1469274772734893e-08,3.096202179550718e-05,0.0,2.3626286985256738e-39
SPSB1,2.3838614271215794e-211,0.005842666106760555,6.5410817413448335e-105,0.9941507326627356,6.308143542005858e-09,6.59492002206689e-06,0.0,2.3383061435694734e-12
MYH10,0.0,0.9992986026125158,1.711517580816397e-90,3.632481744615695e-19,0.00022254877834064995,0.00047884860914288634,0.0,0.0
ROR2,0.0,0.7843955773377733,7.248799898470848e-91,4.424227186658037e-35,0.0006204582072928911,0.2149839644549344,0.0,0.0
CDH16,0.0,0.14171656319235354,3.322655996997149e-82,1.4049384761985322e-31,0.018365007827601792,0.8399184289800435,0.0,0.0
GPATCH2L,0.0,0.8155372335422804,3.906068831721182e-102,0.022047774870048033,0.00018896281239355866,0.16222602877527717,0.0,3.149133523734611e-43
NPNT,0.0,0.7279812195843747,1.0286889427508523e-78,1.4955742911962892e-40,0.003266290967080562,0.2687524894485451,0.0,0.0
MARCO,0.0,0.9374119826336356,4.8509457853834294e-96,1.0953787946485579e-05,8.504760332135811e-05,0.06249201597509606,0.0,4.2622993375850076e-137
ADAM11,0.0,0.0010025966654484085,3.936648204769428e-92,3.436481496845033e-55,0.005354826222783192,0.9936425771117695,0.0,0.0
DDX31,0.9954424791375381,3.23421809212402e-10,5.130272643426367e-119,6.439471802999646e-07,1.6611921574557355e-15,1.801079285373703e-12,0.0,0.00455687659005703
LRRC71,0.0,4.381865191906352e-27,7.255594862842203e-75,4.061048925806156e-242,0.9993702896171993,0.0006297103828015666,0.0,0.0
KCNS3,0.0,0.9745809566482722,5.935473194814267e-87,3.816623290311371e-31,0.00010223750836069614,0.025316805843367523,0.0,0.0
NPY,0.0,0.6412194040505035,9.261796961809024e-91,4.464667407623942e-46,0.0005705356882715919,0.35821006026122426,0.0,0.0
PPP1R16B,0.0,0.9349945297060882,6.326389562028332e-94,4.270797070900794e-33,0.0008356349738764653,0.06416983532003372,0.0,0.0
CNR1,0.0,0.9199448594072567,2.070761765393485e-89,6.979687841831374e-54,0.0008380632754249786,0.07921707731731971,0.0,0.0
RPS4X,0.0,9.325049439805774e-08,2.772721599701311e-86,3.59129774359767e-29,0.00013170508334171775,0.999868201666163,0.0,0.0
HOXA13,0.0,0.0,1.0,0.0,3.0012573342435366e-97,0.0,0.0,0.0
MBIP,0.0,0.9813922908526219,7.995499809530678e-85,3.699867481879191e-18,0.0004492036636688529,0.01815850548370917,0.0,2.009829337961144e-299
POLN,0.9952864522716987,1.066502653831871e-10,2.6695375003264903e-118,3.097329003271236e-07,3.703960052836158e-16,4.497196890409564e-13,0.0,0.004713237888300712
SLC44A3,0.0,0.9998065633452078,9.738122603314987e-93,3.1255660023924565e-16,3.65450008457714e-05,0.0001568916539463056,0.0,0.0
RUNX2,0.0,0.06485418859616476,1.983354172678298e-92,1.725782318049007e-43,0.005540406097916304,0.929605405305919,0.0,0.0
SLC35F4,0.0,0.9842727786774887,3.112874752793498e-94,4.791432119787891e-26,9.010098678637683e-06,0.01571821122383263,0.0,0.0
TFAP2C,0.0,3.3810260121130333e-07,6.5445027381359525e-77,1.9953030050763374e-132,0.3124736991692478,0.6875259627281496,0.0,0.0
AGBL4,0.0,0.9950652450371379,4.879843193708339e-102,5.5123064228877426e-05,3.3685384189235575e-06,0.004876263360213697,0.0,1.649837359990099e-120
RTN4RL2,0.0,0.04872707015254583,3.31670914405647e-82,1.777251786290822e-56,0.005731840756209684,0.9455410890912439,0.0,0.0
ANTXR1,0.0,0.9985133590100077,7.998377127585189e-92,1.4688814659644684e-26,0.0014458353269569183,4.080566303446644e-05,0.0,0.0
EPPK1,0.0,0.0017403045612787314,4.054947959080518e-93,1.4884115466881384e-34,0.0021385654572033887,0.9961211299815186,0.0,0.0
PEPD,0.0,0.9439544651385274,7.512270828750573e-99,3.0210107984798806e-07,2.335613217232268e-05,0.05602187662822101,0.0,5.999974707609613e-124
THBS4,1.8681328270584656e-283,0.002980900490498112,1.0103174964126875e-109,0.9970052659435584,1.2558862641804439e-08,1.3821007080527894e-05,0.0,2.41797930919871e-16
SEC22B,0.0,0.03194605297552958,8.4189284005288e-106,0.9679934289455823,2.3216710404796258e-07,6.028591178427203e-05,0.0,7.342287230761471e-37
DAB2IP,0.0,0.988126937439272,2.720092075505414e-103,0.009622131581129918,4.1930754582284645e-06,0.0022467379041398233,0.0,4.5971113329966435e-30
ISM1,0.0,0.011702283509538615,2.6288484458419087e-80,7.97186651573703e-54,0.01537944118888682,0.9729182753015732,0.0,0.0
TLR5,0.0,0.9915893307037766,8.465553586936212e-85,1.1631195164732265e-07,7.05108995735909e-05,0.008340042084698546,0.0,2.0551974474810416e-124
THSD7B,0.0,0.6342769586369057,9.595463020911331e-89,1.7488629397149661e-47,0.0009081281289738566,0.36481491323412124,0.0,0.0
LAMC1,0.0,0.9578895181267344,2.4311538724220225e-97,1.1158458162859895e-24,0.04210830030120373,2.1815720634786884e-06,0.0,0.0
TNRC18,0.0,0.9929362415425597,2.528469312250526e-100,2.0307965071852553e-20,0.005216392956635935,0.0018473655008028776,0.0,0.0
TNFRSF1B,0.0,0.008815428878709269,1.525158104850367e-93,9.928254071075584e-35,0.019184466748744047,0.9720001043725465,0.0,1.5812995959527763e-287
HEATR1,0.0,0.9976350994342731,4.5518264129945413e-104,0.0016234804490424526,1.1162001801890828e-05,0.0007302581148823065,0.0,2.502319420802628e-138
UBASH3A,0.0,1.078418286182226e-05,8.128567627483225e-91,2.055792067146334e-35,0.0012782083153351008,0.9987110075018022,0.0,0.0
FLT3,0.0,0.47908592518661447,4.515132652025222e-87,9.771560161947407e-66,0.003518295221962209,0.5173957795914231,0.0,0.0
FAM78B,0.0,0.8803216791192836,5.347133388782585e-83,2.4518763615658014e-28,0.0009736759972738567,0.11870464488344208,0.0,0.0
LIPE,0.0,0.999568147601814,1.8235968231110435e-98,7.908056296136662e-06,3.604409047110557e-05,0.00038790025142022405,0.0,1.8050824147833877e-36
ATF3,0.0,0.0007382087691981004,3.16426559279427e-106,0.9992610075963555,6.186743883489329e-10,7.830157636297377e-07,0.0,8.429760406523328e-15
MFRP,0.0,0.9640181799757747,1.242137960153103e-97,4.52337183536334e-18,8.929393154690763e-05,0.035892526092677624,0.0,2.018146199802437e-228
WNT2,0.0,0.0605142220281865,1.8743189019916447e-75,3.441228507014036e-66,0.003082550841294152,0.9364032271305199,0.0,0.0
OSGIN1,0.0,0.003231248876472963,5.160808562402036e-109,0.9967628483687123,4.835359241524815e-09,5.897919455473584e-06,0.0,1.8787966692378565e-21
XKR5,0.0,0.9895441266076598,6.414267453108488e-103,4.5102854313240494e-05,7.440684401345128e-06,0.010403329853625288,0.0,1.1667314932569654e-160
LMO3,0.0,0.5626623904774697,3.228387977017032e-92,1.8443317646482563e-41,0.0006450146684150466,0.43669259485411477,0.0,0.0
LIF,0.0,2.656152324174103e-06,1.7754268044735926e-99,2.7165166495580252e-55,0.052898352097263956,0.9470989917504129,0.0,0.0
INHBA,0.0,0.984626887997284,3.4687278607573874e-96,1.0609125677552143e-17,3.224318060380098e-05,0.015340868822112119,0.0,8.238427177266954e-309
TADA2B,0.0,0.4203395230861521,5.137017401642905e-105,0.577398861827566,5.48037789049661e-06,0.0022561347083918572,0.0,1.8164956841746127e-29
XKR4,0.0,0.5394219919284303,6.518915156270351e-96,2.3204280056835993e-35,0.00038494866883642746,0.4601930594027337,0.0,0.0
TNC,0.0,0.8919021842629864,1.0694039581004213e-93,1.0858831389039616e-30,0.010202376137971685,0.09789543959904079,0.0,0.0
CDH2,4.055300117946905e-27,5.7410641443656506e-05,8.74250051942391e-115,0.11484735265395143,3.1882612134216585e-10,3.2261813373529005e-07,0.0,0.8850949137676448
TDRD9,0.0,0.9880320169178877,6.951991928884765e-93,1.0144252953665699e-05,4.65391503276157e-06,0.01195318491412593,0.0,5.03213779516566e-154
COL15A1,0.0,2.8367143532393513e-09,6.112996742400088e-74,1.5492274357205337e-114,0.0553137128143947,0.9446862843488895,0.0,0.0
BOD1,0.9997148044037963,1.264804989744203e-11,6.967806418982922e-120,2.845510644886538e-08,5.609280445960227e-17,6.692146370818584e-14,0.0,0.0002851671283824992
PRKG1,0.0,0.993274332275494,1.7789503955493306e-89,1.9907072234386023e-25,0.00014558482170133036,0.006580082902805117,0.0,0.0
